School Number,School Type,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment
220523,Public,30,25,30,30,30,0,0,0
220426,Public,50,55,40,50,35,35,0,0
245259,Public,30,35,25,25,25,0,0,0
111600,Public,75,85,115,105,95,105,125,125
253340,Public,35,45,55,60,100,90,85,120
158377,Public,65,110,105,95,120,105,140,150
280356,Public,40,45,40,30,45,0,0,0
138990,Public,55,80,65,60,70,60,45,85
285161,Public,75,55,55,65,75,55,95,70
223746,Public,50,60,85,55,75,85,75,70
286087,Public,25,15,20,20,25,0,0,0
408543,Public,65,100,80,95,85,90,110,120
291536,Public,25,25,25,30,40,20,40,15
299855,Public,40,45,40,40,50,25,0,0
304271,Public,30,25,25,30,25,30,0,0
312460,Public,10,15,15,10,15,0,0,0
495263,Public,40,35,20,20,25,30,0,0
334693,Public,50,25,30,50,45,80,100,85
336122,Public,45,35,35,55,45,45,0,0
345229,Public,40,65,80,50,80,100,90,110
353183,Public,35,35,35,40,50,35,10,0
368857,Public,50,75,35,35,35,65,0,0
376086,Public,40,25,25,35,50,50,40,55
380199,Public,0,70,55,65,75,60,75,55
383570,Public,40,30,35,20,35,35,0,0
414646,Public,60,35,25,25,30,0,0,0
76727,Public,120,90,70,105,115,90,75,145
421472,Public,30,65,65,60,35,45,55,65
310777,Public,100,95,115,110,85,90,100,120
154705,Public,40,50,60,50,55,45,100,65
433888,Public,35,20,30,30,30,0,0,0
70734,Public,45,30,35,40,25,30,0,0
437565,Public,30,30,25,25,30,25,0,0
442011,Public,50,75,85,90,105,105,110,100
444022,Public,0,55,55,75,45,50,90,65
445193,Public,0,65,65,70,65,60,70,90
445452,Public,35,25,30,30,20,0,0,0
451720,Public,115,80,95,90,80,70,65,80
485438,Public,70,45,45,75,50,90,60,75
487252,Public,35,85,50,50,50,0,0,0
487570,Public,35,35,60,35,30,45,0,0
489395,Public,30,20,25,35,40,35,90,90
556807,Public,30,30,35,25,50,60,60,70
510289,Public,40,25,20,30,30,0,0,0
510130,Public,30,40,40,60,55,75,65,60
515353,Public,25,15,20,15,30,50,40,55
536881,Public,0,0,0,0,0,110,115,100
543217,Public,0,70,75,80,60,60,65,65
550361,Public,20,20,25,25,20,25,75,65
393777,Public,95,80,85,110,130,130,145,95
557269,Public,35,55,60,50,40,55,0,0
369253,Public,105,100,95,165,115,95,85,105
579742,Public,25,20,15,30,75,130,95,115
579874,Public,0,0,0,0,0,135,130,145
597260,Public,110,45,60,65,75,80,85,75
743868,Catholic,55,60,60,75,65,80,65,75
690279,Catholic,25,10,30,20,25,30,20,30
693650,Catholic,10,20,20,15,20,25,10,15
699500,Catholic,50,40,40,40,40,30,50,45
710997,Catholic,40,50,55,45,35,50,55,55
792389,Catholic,0,0,0,10,0,10,0,0
717053,Catholic,40,40,40,30,30,45,45,40
704288,Catholic,30,30,35,40,40,40,45,60
819028,Catholic,50,50,55,60,80,55,60,60
721972,Catholic,40,35,30,40,40,30,35,40
735799,Catholic,50,60,45,40,50,55,45,45
745650,Catholic,30,30,25,35,35,35,20,30
742350,Catholic,25,35,25,30,25,25,30,35
748544,Catholic,35,30,35,35,30,35,30,25
748633,Catholic,65,75,85,70,75,65,80,80
752800,Catholic,25,20,20,30,25,20,20,25
756180,Catholic,20,20,15,20,25,20,20,20
765180,Catholic,35,25,25,35,35,35,35,35
772046,Catholic,25,20,20,25,30,30,30,40
772160,Catholic,25,25,35,25,40,35,45,30
785865,Catholic,10,10,15,10,30,10,20,10
775681,Catholic,25,20,15,20,30,30,30,25
778028,Catholic,30,25,30,25,20,30,25,25
784400,Catholic,40,30,20,30,30,20,25,25
786152,Catholic,45,50,45,50,50,45,50,50
789720,Catholic,75,60,60,50,50,55,60,50
792217,Catholic,55,45,45,40,45,35,45,45
825892,Catholic,50,55,40,50,60,55,65,40
799530,Catholic,55,40,40,40,35,25,30,30
770965,Catholic,40,40,45,35,40,35,40,40
751553,Catholic,40,40,35,25,55,40,30,40
804673,Catholic,45,40,45,25,35,40,40,50
814032,Catholic,55,45,40,50,35,35,45,40
866725,Catholic,25,25,25,30,35,15,30,25
817678,Catholic,25,30,20,35,35,35,40,35
820652,Catholic,40,30,35,30,30,30,45,45
821705,Catholic,40,35,35,40,35,45,40,50
821268,Catholic,55,60,50,40,45,50,40,50
696196,Catholic,50,45,50,60,50,65,60,60
824313,Catholic,35,25,25,20,20,30,35,35
745279,Catholic,60,55,80,70,60,70,55,65
834220,Catholic,45,30,45,45,45,55,50,60
839779,Catholic,35,35,30,40,30,40,35,30
842389,Catholic,45,45,50,45,55,45,50,40
851264,Catholic,20,20,15,20,15,25,15,30
733105,Catholic,35,30,30,35,20,30,45,45
854336,Catholic,60,60,60,45,45,40,50,40
773786,Catholic,55,65,55,55,80,70,85,65
858102,Catholic,35,45,30,25,25,30,30,30
863955,Catholic,60,55,70,50,70,55,60,55
728,Public,95,70,65,55,50,0,0,0
2674,Public,55,45,40,35,25,45,35,40
11568,Public,50,65,55,55,60,55,50,55
287210,Public,50,50,55,60,85,60,75,85
50415,Public,40,30,25,35,30,35,35,35
41548,Public,95,120,115,155,100,100,105,110
90131,Public,55,50,35,80,40,60,30,45
41980,Public,30,30,70,45,35,45,70,45
68845,Public,20,20,25,20,45,25,0,0
560408,Public,70,70,70,60,55,60,55,65
89257,Public,15,30,20,20,25,25,50,65
91723,Public,35,35,40,35,60,0,0,0
105503,Public,30,45,40,25,35,45,80,115
117986,Public,50,40,30,30,40,35,45,45
213012,Public,75,75,80,110,75,0,0,0
132020,Public,0,0,0,0,0,100,75,95
488921,Public,60,50,50,50,80,40,35,40
448940,Public,55,65,50,50,65,0,0,0
153087,Public,20,25,25,30,20,45,55,65
158151,Public,95,95,80,65,60,0,0,0
163481,Public,75,70,80,105,50,60,60,70
198668,Public,15,10,15,10,15,45,55,70
196240,Public,90,65,70,75,0,0,0,0
18961,Public,0,0,0,0,70,85,135,90
203912,Public,50,55,40,45,40,50,50,45
114477,Public,45,40,40,50,50,60,60,95
212490,Public,35,35,40,70,40,35,40,40
673013,Public,0,0,0,10,0,0,10,35
222135,Public,45,35,35,50,30,75,40,35
336649,Public,25,25,25,25,25,50,55,65
233552,Public,65,70,90,55,85,70,70,85
252557,Public,50,35,50,40,45,75,35,75
254096,Public,20,20,25,20,25,30,25,30
256048,Public,55,45,40,65,40,40,50,45
220145,Public,35,45,65,75,45,40,45,45
261378,Public,25,35,20,55,35,15,0,0
273201,Public,50,45,70,40,35,35,50,40
281492,Public,35,25,65,45,35,30,0,0
281026,Public,35,30,45,40,35,40,35,40
303755,Public,65,45,60,50,90,55,40,60
94608,Public,75,75,55,85,70,115,120,85
313173,Public,25,20,25,25,30,30,0,0
314544,Public,30,30,35,30,35,30,45,30
345873,Public,75,65,65,65,70,0,0,0
360309,Public,30,50,30,25,35,40,70,50
364983,Public,25,25,25,20,50,0,0,0
375900,Public,40,60,60,55,50,75,45,35
376299,Public,35,40,35,35,35,30,40,25
378178,Public,25,50,35,30,20,25,0,0
412309,Public,95,85,60,70,70,45,55,35
434272,Public,45,40,45,60,25,0,0,0
437557,Public,35,45,45,45,50,45,35,50
25897,Public,45,80,50,65,50,55,45,50
464430,Public,40,55,50,80,40,55,60,95
548172,Public,55,65,55,35,50,55,45,50
466387,Public,35,35,30,50,35,20,40,35
467324,Public,50,70,50,85,70,80,105,105
476773,Public,35,50,40,55,55,90,100,55
480738,Public,15,15,25,15,25,0,0,0
484199,Public,40,25,45,40,45,45,35,40
480418,Public,50,40,35,45,60,40,55,40
490695,Public,50,40,50,35,20,0,0,0
493163,Public,30,30,35,25,35,20,0,0
495379,Public,0,0,0,0,0,130,120,130
483142,Public,65,70,70,45,65,70,50,65
516244,Public,70,70,65,65,55,90,75,55
466639,Public,25,40,35,40,30,115,105,95
361739,Public,50,75,50,50,50,50,60,50
556472,Public,25,45,40,40,45,45,45,35
539570,Public,35,30,30,25,30,0,0,0
548022,Public,55,30,40,40,40,25,35,55
550817,Public,50,60,50,60,55,60,50,50
579155,Public,55,65,50,65,50,65,65,70
263885,Public,75,65,55,80,50,65,95,95
578703,Public,30,30,30,20,30,90,45,55
579610,Public,80,30,35,50,35,100,120,100
602957,Public,0,0,0,0,0,30,120,140
603538,Public,35,40,45,30,50,0,0,0
615498,Public,65,90,105,105,100,85,105,105
624721,Public,20,15,30,25,25,0,0,0
8795,Public,45,40,60,35,45,55,40,30
26743,Public,20,15,20,30,10,15,10,10
512796,Public,30,35,30,65,80,60,0,0
513611,Public,0,0,0,0,0,0,110,100
49506,Public,15,10,20,15,10,15,0,0
122661,Public,25,30,25,20,25,25,20,25
147957,Public,0,0,0,0,0,0,45,65
300125,Public,30,20,40,35,45,40,35,50
114731,Public,10,10,10,10,10,10,0,0
139173,Public,15,15,15,20,15,20,15,25
202495,Public,45,40,45,40,30,40,35,40
203130,Public,30,25,35,35,30,30,30,25
353377,Public,25,30,30,50,40,35,55,70
244600,Public,75,65,85,55,80,65,75,75
246034,Public,50,45,45,60,60,85,55,70
349909,Public,10,10,10,10,15,10,0,0
290130,Public,20,25,20,15,20,25,25,25
92509,Public,25,10,15,15,25,10,15,15
344338,Public,20,20,25,25,20,30,20,20
18279,Public,20,20,20,20,15,15,0,0
349640,Public,15,15,15,15,10,10,0,0
507166,Public,0,0,0,0,0,0,85,70
409839,Public,10,10,10,10,15,10,0,0
433497,Public,35,25,40,30,35,30,40,35
453641,Public,40,40,35,30,30,45,0,0
453382,Public,20,25,25,40,25,45,0,0
473211,Public,50,55,50,65,70,55,50,75
455598,Public,20,40,45,35,30,45,35,35
463264,Public,20,15,20,10,20,10,60,55
465470,Public,35,20,35,25,25,20,0,0
515639,Public,30,40,25,30,30,40,0,0
96016,Public,15,15,10,15,10,10,15,10
478084,Public,70,60,85,65,70,60,80,80
600610,Public,30,25,25,15,15,20,35,45
162909,Public,60,55,45,40,40,50,0,0
545008,Public,0,0,0,0,0,0,95,110
557146,Public,25,35,55,35,35,35,45,20
564133,Public,30,30,35,40,45,30,35,30
568821,Public,15,15,25,15,25,20,0,0
407275,Public,20,20,25,30,35,35,0,0
825369,Catholic,0,0,0,0,0,0,0,0
717312,Catholic,20,20,15,25,15,25,15,30
832634,Catholic,25,25,35,45,25,35,25,25
747211,Catholic,20,10,10,15,10,15,10,10
706396,Catholic,25,25,25,20,20,20,30,15
867985,Catholic,25,20,15,15,20,15,15,25
766976,Catholic,15,20,15,30,25,25,25,30
768405,Catholic,20,20,20,15,20,25,25,20
868639,Catholic,20,25,25,25,20,20,20,20
731226,Catholic,0,0,25,35,25,25,20,25
763721,Catholic,20,15,20,25,10,15,20,10
812994,Catholic,15,10,10,15,20,15,25,20
698334,Catholic,20,25,20,25,20,25,20,30
732788,Catholic,40,20,40,40,25,35,30,30
827940,Catholic,35,35,30,35,40,35,25,35
713678,Catholic,25,25,0,0,0,0,0,0
705748,Catholic,15,10,10,20,10,15,10,15
817448,Catholic,40,45,50,65,55,50,50,40
716014,Catholic,15,20,25,25,25,30,15,15
717410,Catholic,10,10,10,10,10,10,10,10
775349,Catholic,10,10,10,15,10,15,15,15
744093,Catholic,10,10,10,10,10,10,10,10
742929,Catholic,10,25,10,25,15,35,25,20
746045,Catholic,25,25,30,25,30,30,25,20
745260,Catholic,10,15,25,10,10,15,10,10
755923,Catholic,20,25,20,20,30,30,25,20
731870,Catholic,10,10,10,10,10,10,10,10
776335,Catholic,10,15,10,10,10,10,10,10
791024,Catholic,20,25,20,40,20,40,25,20
825999,Catholic,15,15,10,15,15,15,15,10
828467,Catholic,15,15,20,30,20,20,10,10
826901,Catholic,30,35,45,35,45,35,30,30
841986,Catholic,40,30,40,40,35,45,35,30
792017,Catholic,60,60,55,50,45,55,50,45
2194,Public,0,0,0,0,0,0,170,170
20222,Public,25,15,25,10,10,15,15,15
242390,Public,35,25,30,25,35,35,0,0
33812,Public,30,25,25,20,30,25,0,0
62995,Public,40,45,55,40,50,55,70,55
246425,Public,25,20,10,20,25,25,0,0
71056,Public,30,45,35,40,35,30,0,0
102644,Public,80,80,60,65,60,75,85,95
91855,Public,30,25,25,30,30,20,0,0
97187,Public,25,25,25,20,20,15,15,15
445658,Public,80,105,115,105,105,100,0,0
105678,Public,40,55,45,50,55,35,55,45
251356,Public,0,0,0,0,0,0,110,115
115380,Public,15,25,10,10,10,15,10,10
504632,Public,0,0,0,0,0,0,100,120
69841,Public,45,45,50,45,60,45,55,65
125213,Public,0,0,0,0,0,0,120,145
131768,Public,0,0,0,0,0,0,60,85
136891,Public,35,30,35,40,45,35,40,25
124907,Public,105,125,100,125,95,110,0,0
147621,Public,0,0,0,0,0,0,90,115
147826,Public,60,45,55,55,55,45,65,50
434858,Public,90,95,95,100,100,95,90,85
166340,Public,75,70,85,75,80,85,0,0
182338,Public,25,35,35,25,35,25,0,0
56723,Public,80,55,70,70,70,55,0,0
240184,Public,20,25,20,25,25,25,35,30
242780,Public,35,35,0,0,0,0,0,0
244422,Public,65,45,50,55,55,65,55,45
249939,Public,15,15,15,15,10,10,10,20
250325,Public,35,25,35,35,20,30,0,0
255912,Public,15,20,20,25,20,15,25,20
256897,Public,25,25,25,15,30,20,20,20
282081,Public,60,55,50,55,70,60,65,60
357120,Public,50,45,50,50,35,50,55,60
415962,Public,10,10,10,10,10,10,10,10
449510,Public,70,80,75,70,65,45,55,50
287890,Public,30,30,40,35,35,35,0,0
288802,Public,35,30,35,25,30,20,0,0
289884,Public,0,0,0,0,0,0,95,100
289841,Public,30,30,20,25,25,30,35,30
402908,Public,65,60,55,60,70,65,90,80
325040,Public,25,30,30,25,20,35,25,25
551333,Public,0,0,45,50,50,40,75,75
241091,Public,15,10,15,10,10,10,0,0
364665,Public,70,70,55,60,60,65,0,0
380733,Public,55,55,60,55,45,70,60,75
384747,Public,95,115,95,105,80,85,0,0
403334,Public,25,35,25,25,20,20,0,0
91987,Public,20,15,15,15,10,15,0,0
403350,Public,40,30,45,30,50,35,35,40
515252,Public,25,45,25,30,30,40,35,35
412180,Public,0,0,0,0,0,0,85,60
412171,Public,40,45,35,30,40,35,0,0
109010,Public,30,25,25,30,35,30,0,0
428680,Public,35,25,30,30,30,30,0,0
439983,Public,35,30,35,30,25,25,25,25
241610,Public,35,25,25,25,20,30,0,0
454818,Public,60,65,65,75,50,50,40,45
462225,Public,15,20,25,25,35,25,20,25
464562,Public,40,45,45,35,40,30,40,35
467529,Public,20,40,30,40,30,40,0,0
489298,Public,30,35,35,35,35,40,0,0
491632,Public,10,15,25,15,20,15,20,15
501557,Public,25,30,35,25,25,15,25,35
62340,Public,25,30,20,20,15,20,20,20
527661,Public,25,15,20,20,20,25,20,20
381233,Public,25,25,25,25,20,25,20,15
551074,Public,30,25,50,35,40,40,70,80
110728,Public,0,0,0,0,0,0,110,105
578053,Public,40,30,35,30,30,35,30,45
587150,Public,10,10,15,10,15,20,10,20
587443,Public,45,30,35,35,25,30,30,35
602361,Public,75,75,70,75,45,55,0,0
583403,Public,0,0,0,0,0,0,125,105
122017,Public,10,10,10,10,10,10,10,10
157503,Public,10,10,10,10,10,10,15,10
190390,Public,15,15,20,25,20,15,0,0
30759,Public,20,20,15,20,25,15,20,20
275026,Public,10,10,10,10,15,10,10,15
288675,Public,25,15,20,20,10,15,0,0
296996,Public,35,30,25,30,30,40,0,0
570516,Public,10,10,10,10,10,10,10,10
406929,Public,35,30,30,35,25,30,20,20
486663,Public,35,35,35,40,40,50,55,60
478997,Public,20,10,15,15,10,20,20,20
501484,Public,10,10,0,10,0,10,0,10
514659,Public,30,30,30,40,30,40,20,35
515000,Public,10,10,10,10,10,10,0,0
566489,Public,0,0,10,0,10,10,10,10
569739,Public,40,40,40,45,40,40,0,0
805068,Catholic,10,10,10,20,20,15,15,15
819360,Catholic,15,10,10,15,25,20,0,0
864617,Catholic,0,0,0,0,0,0,90,110
732910,Catholic,0,0,0,10,10,10,10,10
806436,Catholic,20,20,15,30,50,40,0,0
821225,Catholic,30,30,40,25,25,30,0,0
11517,Public,25,20,15,25,35,35,30,30
21008,Public,20,15,15,20,20,15,10,10
72877,Public,20,25,15,30,15,25,25,20
130982,Public,50,55,50,40,45,35,55,30
127868,Public,20,20,15,20,15,15,25,15
116073,Public,65,75,85,80,70,80,80,80
236136,Public,80,80,80,70,75,80,60,75
198587,Public,30,30,25,20,25,20,20,25
222372,Public,25,20,20,20,20,15,15,20
287091,Public,25,25,15,30,25,20,15,15
300632,Public,35,45,45,40,25,25,35,30
8397,Public,0,0,0,0,0,0,0,10
352764,Public,20,10,15,25,15,15,20,10
353159,Public,15,20,10,15,10,10,10,0
409618,Public,35,35,35,30,25,40,25,25
415553,Public,15,10,20,15,10,25,20,25
509566,Public,15,15,15,15,10,20,15,25
530344,Public,15,25,20,20,15,25,20,30
517216,Public,20,15,25,25,15,10,30,35
570125,Public,20,15,20,15,10,30,30,25
602620,Public,40,35,25,25,35,30,30,30
604992,Public,15,10,20,10,15,15,10,15
169207,Public,55,50,55,45,60,65,65,55
78,Public,35,40,30,35,40,35,0,0
1244,Public,10,10,10,15,10,15,10,10
55719,Public,20,15,15,20,25,20,15,15
61824,Public,20,10,15,10,15,10,20,15
62081,Public,20,15,15,20,15,15,20,20
63517,Public,30,25,30,45,25,35,35,35
66370,Public,20,30,20,25,20,25,30,20
88609,Public,50,60,45,55,55,60,70,65
118583,Public,25,20,30,20,15,35,20,15
120715,Public,25,25,25,20,25,25,30,30
135135,Public,15,10,10,15,10,15,10,10
148660,Public,35,35,40,40,40,40,40,40
587281,Public,25,20,30,20,20,25,25,20
185841,Public,35,50,40,40,50,40,55,35
185833,Public,40,30,10,35,15,15,20,30
226661,Public,30,25,20,25,35,25,25,20
230693,Public,25,35,20,30,25,25,35,25
237329,Public,15,25,25,20,30,20,0,0
243175,Public,20,15,15,15,15,15,25,30
247197,Public,45,30,25,50,35,35,25,35
255394,Public,55,40,45,50,35,25,20,25
275131,Public,65,65,65,60,80,60,65,70
297380,Public,35,20,25,20,35,20,30,15
297127,Public,30,30,20,25,35,35,30,35
619787,Public,35,30,35,30,30,35,30,30
304140,Public,15,10,15,20,15,15,15,15
305510,Public,15,20,15,20,25,20,20,25
308307,Public,35,35,15,30,25,35,20,40
319872,Public,15,15,15,15,15,20,20,20
356026,Public,105,120,95,105,130,125,135,155
361895,Public,15,15,10,10,20,20,15,20
371610,Public,10,10,10,10,10,10,15,10
265640,Public,30,25,40,35,45,25,0,0
432918,Public,55,50,50,45,45,50,50,65
622257,Public,25,25,15,25,25,25,25,25
462748,Public,40,30,35,25,35,25,30,30
462870,Public,40,35,30,35,25,35,40,40
463000,Public,25,20,30,25,25,20,20,30
109920,Public,0,0,0,0,0,0,40,35
486922,Public,20,10,10,10,10,10,15,20
491080,Public,50,40,55,45,60,50,55,60
516074,Public,40,60,60,45,60,55,50,40
548707,Public,45,50,55,50,45,45,55,55
551147,Public,15,10,15,15,10,15,15,15
556602,Public,25,20,30,35,25,35,30,35
572853,Public,25,50,30,35,20,30,35,40
580007,Public,15,20,30,10,20,20,25,15
570326,Public,0,0,0,0,0,0,55,55
604054,Public,20,20,10,20,15,10,15,10
615757,Public,25,30,30,25,40,30,30,30
625221,Public,10,10,15,10,10,15,15,10
258016,Public,30,30,20,20,20,30,10,25
97055,Public,10,10,10,10,10,0,10,10
18791,Public,90,65,85,55,60,70,15,20
33235,Public,25,30,20,30,25,35,15,25
34959,Public,35,40,40,30,35,30,35,35
76120,Public,0,0,0,0,0,0,195,195
88471,Public,40,40,40,30,40,45,40,35
90158,Public,30,35,20,30,30,30,0,0
92371,Public,15,25,15,30,25,25,10,10
99260,Public,10,10,10,10,10,15,10,10
108499,Public,10,10,10,10,10,10,10,10
119547,Public,10,10,10,10,10,10,10,10
208367,Public,20,25,25,30,30,35,30,20
170895,Public,25,30,25,20,25,30,25,25
184284,Public,15,15,10,20,15,10,10,10
191027,Public,30,20,20,30,25,40,15,35
218219,Public,10,15,10,15,15,10,10,10
601342,Public,20,20,15,10,20,15,20,10
245909,Public,25,35,35,40,40,35,50,30
281786,Public,60,65,65,70,65,75,10,20
514721,Public,20,15,15,15,25,20,15,15
447790,Public,20,20,20,20,15,20,15,15
254617,Public,10,10,10,10,10,10,10,10
52045,Public,0,0,0,0,0,0,65,70
306037,Public,25,45,40,40,40,40,30,35
307831,Public,10,10,10,10,10,10,10,10
321567,Public,20,30,15,25,25,25,0,0
322997,Public,40,30,40,35,30,40,45,60
616796,Public,10,10,10,10,10,10,10,10
206199,Public,0,0,0,0,0,0,150,125
599271,Public,0,0,0,0,0,0,145,105
344149,Public,50,35,45,35,35,40,30,45
384615,Public,15,15,10,10,10,10,15,15
403040,Public,25,20,25,25,20,25,25,20
415421,Public,30,30,35,35,30,35,45,50
441589,Public,30,30,35,35,40,30,20,25
449873,Public,65,55,65,55,40,50,0,0
453129,Public,15,10,20,15,10,15,15,15
467553,Public,35,20,20,25,20,25,20,35
483419,Public,20,20,25,20,30,20,15,25
483540,Public,60,55,50,45,45,35,0,0
505099,Public,20,25,25,25,30,30,30,20
240828,Public,55,55,55,60,70,55,70,80
538922,Public,20,30,20,25,25,20,20,20
544779,Public,15,15,20,15,15,15,10,10
547891,Public,15,20,10,10,10,10,15,10
551376,Public,55,45,40,40,50,50,40,45
562289,Public,25,30,25,30,20,30,30,20
263320,Public,35,15,30,30,20,25,20,25
591270,Public,35,35,30,45,50,50,40,50
615625,Public,25,25,30,35,40,20,0,0
226482,Public,105,100,105,95,90,90,0,0
688061,Catholic,20,15,20,25,25,15,30,10
690406,Catholic,35,45,35,40,30,25,30,25
716294,Catholic,15,20,25,20,20,20,30,20
704237,Catholic,35,20,30,25,25,20,15,20
718874,Catholic,15,20,20,20,20,15,15,15
732346,Catholic,0,0,0,0,45,35,45,50
868698,Catholic,25,25,35,30,30,30,30,30
737593,Catholic,25,30,25,35,30,35,30,25
741884,Catholic,25,35,35,25,30,35,30,35
745138,Catholic,45,60,50,40,45,40,55,40
757225,Catholic,10,10,10,10,10,10,10,15
762814,Catholic,55,45,50,40,55,45,50,55
771139,Catholic,30,25,35,30,25,30,20,25
772615,Catholic,45,45,55,60,60,50,50,45
777633,Catholic,30,30,25,25,30,20,30,30
781266,Catholic,80,85,90,80,80,85,80,80
782440,Catholic,10,10,10,15,10,15,10,10
785911,Catholic,15,20,30,20,35,30,20,35
790583,Catholic,45,50,35,55,55,50,50,40
794279,Catholic,25,25,35,20,20,35,20,30
815594,Catholic,40,55,45,40,0,0,0,0
816116,Catholic,20,20,30,25,25,25,25,35
816027,Catholic,40,35,30,30,30,30,30,20
822590,Catholic,55,80,50,60,45,50,70,50
823139,Catholic,35,40,30,40,35,40,30,50
823910,Catholic,40,30,40,35,25,25,25,25
825867,Catholic,0,0,0,0,60,55,50,55
824437,Catholic,15,25,15,25,15,15,15,15
832758,Catholic,30,30,20,30,30,20,25,30
835129,Catholic,45,45,55,50,40,40,50,45
836915,Catholic,35,30,30,35,25,20,25,20
838608,Catholic,45,35,30,25,30,35,30,40
841463,Catholic,30,30,25,25,35,35,25,25
847186,Catholic,30,35,35,30,30,30,40,30
850179,Catholic,25,20,15,25,25,25,15,30
729140,Catholic,25,45,45,35,30,30,30,30
855898,Catholic,20,20,30,35,25,35,30,30
857840,Catholic,25,25,25,20,15,20,25,25
874085,Catholic,90,80,85,85,95,70,65,60
757469,Catholic,30,35,35,40,40,40,40,40
806137,Catholic,70,75,70,55,55,50,35,50
690066,Catholic,35,40,40,35,35,50,45,50
798986,Catholic,35,55,40,65,45,30,45,35
723673,Catholic,50,70,60,70,35,60,45,65
371742,Public,35,35,40,35,30,45,15,10
372005,Public,30,30,25,30,25,20,30,25
266063,Public,80,75,65,60,75,65,0,0
20540,Public,10,10,10,10,10,10,10,10
63568,Public,10,10,10,10,10,10,10,10
40331,Public,0,0,0,0,0,0,195,225
156728,Public,20,25,20,20,30,25,0,0
156981,Public,10,10,25,10,45,25,0,0
190411,Public,30,30,35,25,25,20,25,20
88309,Public,0,0,0,0,0,0,25,35
196169,Public,25,25,30,25,20,20,0,0
271128,Public,20,20,20,10,20,15,35,15
70246,Public,20,30,25,25,30,35,30,30
76074,Public,10,15,10,15,15,10,20,10
328278,Public,10,10,10,10,15,10,10,10
328588,Public,10,10,10,10,10,10,10,10
505820,Public,20,25,25,20,30,30,35,30
348732,Public,15,20,15,15,25,15,0,0
351202,Public,20,15,10,30,15,15,20,10
466346,Public,0,10,0,0,10,0,10,10
400475,Public,15,15,20,25,20,20,15,30
437329,Public,0,0,0,0,0,0,40,55
420428,Public,50,40,45,40,55,45,0,0
441945,Public,10,10,10,15,10,10,10,10
514187,Public,30,35,30,25,25,45,0,0
523712,Public,15,20,25,15,15,10,15,20
385263,Public,10,15,15,10,15,15,10,15
542172,Public,25,30,25,20,25,25,25,25
543993,Public,50,45,50,45,50,55,0,0
577537,Public,45,75,40,70,55,50,0,0
214588,Public,0,0,0,0,0,0,170,170
536326,Public,35,20,20,25,30,35,30,40
605220,Public,10,10,10,10,10,10,10,10
317124,Public,55,60,75,55,60,55,0,0
686042,Catholic,50,45,45,50,55,50,40,50
688320,Catholic,15,15,20,20,10,15,10,20
693910,Catholic,40,40,40,50,45,60,45,45
706655,Catholic,30,35,30,20,15,25,40,25
718092,Catholic,35,35,40,35,45,50,40,45
728098,Catholic,35,40,45,60,65,60,60,60
730831,Catholic,30,35,35,35,50,40,50,45
782831,Catholic,0,0,0,70,55,55,55,70
723242,Catholic,10,0,10,10,0,0,0,0
737720,Catholic,35,35,30,35,30,30,25,30
743577,Catholic,35,30,35,35,35,25,40,30
742155,Catholic,50,40,70,45,60,60,70,60
694304,Catholic,70,70,70,75,70,70,75,65
749427,Catholic,20,25,25,20,30,25,35,35
862642,Catholic,0,0,0,10,10,10,10,10
758264,Catholic,25,30,35,30,35,30,25,35
766453,Catholic,50,40,40,30,40,45,55,50
766712,Catholic,30,25,30,30,40,25,30,50
768928,Catholic,30,25,30,25,20,20,25,25
770612,Catholic,15,15,10,20,10,15,20,10
770353,Catholic,25,30,40,30,40,35,35,35
773344,Catholic,40,30,35,45,50,40,40,45
775550,Catholic,15,15,15,20,10,10,15,10
719390,Catholic,70,60,55,0,0,0,0,0
783749,Catholic,20,20,15,25,20,15,20,20
786349,Catholic,25,25,30,30,30,20,30,35
787906,Catholic,15,15,10,10,15,10,10,10
789330,Catholic,10,10,10,10,10,10,10,10
793752,Catholic,25,15,15,10,15,10,15,15
744743,Catholic,20,20,25,20,25,15,30,20
799211,Catholic,15,20,20,25,15,20,15,25
715166,Catholic,20,30,15,15,15,20,20,25
803766,Catholic,35,35,40,40,40,50,45,45
694177,Catholic,55,45,45,45,55,60,50,55
809098,Catholic,20,10,15,15,10,10,10,15
808709,Catholic,25,20,20,25,30,25,30,40
815222,Catholic,0,0,0,10,10,10,10,10
816892,Catholic,25,40,40,20,30,40,30,35
823112,Catholic,80,75,65,70,70,60,55,55
823783,Catholic,50,60,55,50,50,40,40,45
827819,Catholic,20,20,10,15,15,15,15,20
826120,Catholic,25,20,15,20,20,20,25,25
832880,Catholic,25,25,20,30,30,30,25,40
836001,Catholic,20,15,20,15,10,20,10,20
838993,Catholic,15,10,20,10,20,15,15,15
837563,Catholic,20,20,10,20,15,25,20,25
844322,Catholic,15,25,25,25,30,25,35,35
846147,Catholic,20,20,25,20,20,30,30,20
688784,Catholic,15,30,20,30,15,30,25,30
852910,Catholic,15,25,10,25,25,25,20,15
744352,Catholic,15,20,15,20,15,15,20,20
736465,Catholic,15,15,25,20,20,15,20,25
724467,Catholic,25,15,25,15,20,20,15,20
733172,Catholic,15,10,10,10,15,10,30,25
