School Number,School Type,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment
225946,Public,60,70,50,70,75,65,80,70
275670,Public,25,20,30,15,25,30,20,30
124761,Public,30,35,30,25,35,35,40,25
285684,Public,25,25,20,15,20,25,15,20
311251,Public,35,35,30,35,30,45,30,25
34808,Public,55,60,45,45,40,60,55,50
87934,Public,40,45,40,45,45,40,45,40
334820,Public,40,60,55,45,45,50,55,40
336289,Public,60,40,45,55,50,55,55,65
337862,Public,45,40,25,35,45,40,45,45
366544,Public,40,35,45,50,50,45,45,70
378089,Public,30,30,30,45,40,50,40,35
466951,Public,55,75,60,55,45,30,30,40
384259,Public,35,35,25,30,25,20,20,25
412430,Public,35,35,25,30,40,30,35,25
412570,Public,20,25,15,25,25,20,30,20
414123,Public,40,50,45,45,45,40,45,40
419346,Public,65,55,50,45,55,60,55,80
122092,Public,45,30,40,45,35,30,40,40
451649,Public,35,40,45,45,70,70,75,65
472360,Public,20,25,20,15,25,15,20,20
480037,Public,20,40,35,45,60,50,80,75
636037,Public,40,50,40,50,45,45,40,50
507946,Public,20,15,20,20,15,10,15,15
595993,Public,15,20,20,20,10,20,15,20
110418,Public,0,0,0,0,0,0,55,45
535281,Public,35,35,35,40,30,30,45,35
543438,Public,35,35,40,35,35,50,35,45
574287,Public,60,55,70,60,50,60,55,55
40509,Public,30,25,35,25,30,35,35,35
521248,Public,15,20,20,15,20,15,15,25
551090,Public,45,50,50,45,40,55,50,55
557897,Public,45,40,50,40,35,35,40,30
559075,Public,55,60,50,45,45,45,40,45
547123,Public,55,65,45,45,60,55,55,55
337030,Public,25,35,20,30,20,20,30,25
579190,Public,70,65,70,55,60,70,65,60
585599,Public,80,95,100,75,85,75,80,85
580520,Public,35,30,45,20,40,30,50,45
357316,Public,35,20,25,30,20,25,30,25
586846,Public,40,40,35,25,35,35,50,30
594970,Public,45,45,40,50,70,50,55,45
612405,Public,45,55,50,45,45,50,70,55
429619,Public,65,70,65,80,70,85,65,75
622028,Public,30,25,25,25,40,30,35,30
693634,Catholic,20,15,20,25,25,20,30,20
706930,Catholic,60,65,55,65,55,60,55,65
729663,Catholic,10,10,10,10,10,10,10,10
720518,Catholic,60,70,65,70,55,80,55,65
716413,Catholic,50,45,45,50,65,45,65,40
732303,Catholic,25,25,20,25,25,25,30,30
732311,Catholic,15,25,25,20,20,20,30,25
733563,Catholic,60,60,60,50,50,50,45,45
732354,Catholic,35,30,30,45,20,45,35,55
733520,Catholic,35,35,30,35,30,35,35,35
737372,Catholic,50,40,65,45,60,65,70,70
744611,Catholic,70,90,90,70,85,70,65,60
745391,Catholic,25,15,20,30,30,30,30,20
756962,Catholic,15,15,10,25,20,10,20,15
808007,Catholic,40,50,50,55,60,70,65,75
714208,Catholic,20,20,10,25,20,15,35,15
516651,Catholic,30,30,25,25,30,30,40,45
685145,Catholic,60,75,75,80,75,50,80,70
770655,Catholic,15,20,10,10,10,15,15,10
775061,Catholic,25,30,25,45,20,35,35,25
777935,Catholic,30,30,30,25,35,40,35,35
779849,Catholic,20,20,15,20,15,15,20,15
781487,Catholic,60,50,45,60,40,55,50,65
782130,Catholic,45,30,25,35,20,25,25,20
790044,Catholic,35,45,50,50,55,50,50,65
798436,Catholic,25,20,30,30,20,35,25,30
809179,Catholic,35,30,45,25,35,25,25,20
805840,Catholic,20,25,30,25,25,25,30,20
822566,Catholic,25,30,45,25,35,35,40,30
828335,Catholic,20,20,15,15,20,25,20,30
829374,Catholic,40,45,45,35,60,50,55,40
833061,Catholic,25,30,35,30,40,40,45,35
835749,Catholic,35,20,50,30,30,40,35,45
836320,Catholic,30,25,25,20,30,30,25,35
837199,Catholic,45,55,50,45,50,50,65,50
840815,Catholic,80,50,65,70,65,65,80,75
843342,Catholic,20,15,20,20,20,20,25,40
750905,Catholic,50,40,25,35,35,45,50,55
824690,Catholic,90,85,90,85,85,75,75,80
733199,Catholic,25,40,45,45,30,40,45,45
868914,Catholic,40,70,45,50,55,50,45,55
697567,Catholic,25,25,35,15,20,15,15,15
708003,Catholic,25,15,30,25,20,25,30,35
842249,Catholic,10,10,10,15,10,10,10,15
710970,Catholic,60,55,55,45,65,45,50,45
715492,Catholic,20,25,25,20,30,25,20,20
719269,Catholic,10,10,10,10,10,10,10,10
767339,Catholic,35,30,35,45,30,50,40,45
724009,Catholic,25,20,30,25,45,30,25,30
758108,Catholic,10,10,10,15,15,15,15,10
757748,Catholic,25,30,25,25,30,45,50,45
771295,Catholic,45,35,40,30,35,40,40,35
770671,Catholic,35,25,40,35,40,55,30,45
788813,Catholic,20,20,20,10,20,15,20,25
803375,Catholic,25,20,35,25,30,25,25,20
811432,Catholic,15,20,10,10,20,20,20,20
809233,Catholic,25,30,35,45,30,30,45,50
773757,Catholic,30,30,25,30,40,45,40,40
834602,Catholic,15,10,25,15,20,10,10,25
833142,Catholic,20,10,15,20,10,15,15,15
843415,Catholic,15,15,10,20,25,20,25,25
846015,Catholic,20,25,20,15,15,30,30,20
856800,Catholic,25,30,35,35,25,50,35,40
690762,Catholic,50,55,50,70,65,65,70,55
874187,Catholic,0,10,0,0,0,0,0,0
820436,Catholic,0,0,0,0,0,0,115,85
869673,Catholic,45,45,55,60,40,60,0,0
701745,Catholic,85,80,80,85,65,70,0,0
721212,Catholic,30,30,40,30,25,30,0,0
730971,Catholic,0,0,0,0,0,0,70,75
750336,Catholic,35,35,30,30,35,30,0,0
770744,Catholic,25,25,40,25,35,30,0,0
782181,Catholic,50,55,45,55,40,55,0,0
785954,Catholic,35,40,40,50,40,35,0,0
791075,Catholic,50,60,55,45,35,40,0,0
798878,Catholic,30,30,40,35,35,45,25,15
804282,Catholic,25,35,20,30,30,25,0,0
810525,Catholic,10,0,0,0,0,0,0,0
822744,Catholic,0,10,10,10,10,0,0,0
746827,Catholic,25,20,40,25,35,25,0,0
757127,Catholic,0,0,0,0,0,0,120,120
830399,Catholic,0,0,0,0,0,0,165,170
714194,Catholic,10,10,10,10,10,10,10,10
719994,Catholic,10,10,15,15,15,10,15,10
742660,Catholic,10,10,10,10,15,10,10,10
745782,Catholic,10,10,10,10,10,10,10,10
788031,Catholic,15,10,10,15,15,10,10,10
797260,Catholic,10,10,10,10,10,10,10,10
808571,Catholic,10,10,10,10,10,10,10,10
824046,Catholic,10,10,10,10,10,10,10,10
214574,Public,10,15,10,15,15,10,10,15
37770,Public,10,10,10,10,10,10,0,0
142689,Public,10,10,10,10,10,10,10,10
385131,Public,10,15,15,10,15,15,10,20
332097,Public,10,10,10,10,10,10,10,10
338010,Public,15,10,15,15,20,20,15,25
320650,Public,10,10,10,10,10,10,10,10
382795,Public,10,10,10,10,10,10,10,10
502006,Public,10,10,10,10,10,10,10,10
550884,Public,10,15,10,10,10,10,15,10
540,Public,20,10,15,10,15,10,20,15
1503,Public,20,20,25,25,20,20,25,15
2542,Public,15,20,15,25,20,20,10,15
7358,Public,30,25,30,30,30,35,35,15
11576,Public,50,55,40,55,65,50,70,70
11622,Public,35,50,30,35,45,50,35,40
23990,Public,45,35,40,25,40,45,30,50
612766,Public,25,40,25,35,30,30,30,35
26395,Public,55,60,65,60,80,65,70,80
467572,Public,35,30,35,25,30,25,25,35
55611,Public,30,40,40,30,45,30,45,50
72095,Public,75,55,60,65,75,55,75,65
58416,Public,45,55,45,55,50,45,45,45
72222,Public,50,50,45,50,60,70,55,80
72613,Public,45,50,45,35,35,35,55,50
82880,Public,25,20,25,15,10,20,20,25
82759,Public,45,55,55,35,45,40,45,35
136020,Public,90,75,75,70,70,60,60,60
320005,Public,25,30,30,25,30,30,35,30
98876,Public,55,50,50,45,45,40,35,50
106526,Public,60,55,40,60,40,55,60,60
108103,Public,65,65,75,75,80,80,75,80
111406,Public,50,30,40,40,30,45,40,55
134236,Public,0,0,0,55,65,60,90,85
136182,Public,10,20,15,10,15,25,25,35
155810,Public,50,30,50,40,40,40,35,25
430242,Public,105,100,85,100,90,85,105,110
157244,Public,20,25,15,25,15,10,20,20
49603,Public,40,45,50,45,40,50,40,40
160210,Public,35,30,25,40,30,40,35,30
162221,Public,20,20,25,15,30,15,20,15
163740,Public,20,25,20,15,20,20,10,20
167738,Public,40,40,25,40,45,40,35,45
170500,Public,30,30,25,30,35,45,35,45
179752,Public,70,65,80,65,80,70,90,95
137743,Public,55,60,45,60,55,55,60,45
589890,Public,25,15,25,30,25,20,20,20
190268,Public,25,35,25,35,20,30,35,35
191825,Public,35,30,25,25,20,15,25,30
201529,Public,35,40,45,40,45,30,40,45
203521,Public,40,35,35,40,35,55,50,45
217174,Public,50,60,60,55,70,60,65,55
245038,Public,60,55,65,55,70,55,65,65
255300,Public,65,65,60,60,60,65,75,55
257737,Public,30,30,25,20,25,30,35,25
275514,Public,30,30,25,30,20,10,20,25
133006,Public,30,45,40,30,55,35,25,25
280810,Public,55,75,70,85,60,85,95,110
522619,Public,40,45,40,35,35,35,35,20
283410,Public,25,25,35,20,35,30,25,30
560766,Public,45,45,55,45,55,65,65,55
302664,Public,50,40,55,45,60,50,65,45
166600,Public,35,30,40,35,35,35,45,50
289710,Public,85,100,85,85,85,70,85,90
451436,Public,50,45,35,55,50,50,50,65
302716,Public,30,15,20,25,25,20,25,15
469,Public,85,80,80,95,70,70,90,75
438062,Public,60,60,40,60,60,70,70,60
311855,Public,0,0,0,55,55,55,55,55
318051,Public,75,70,70,65,70,70,70,65
321338,Public,35,35,35,30,30,45,40,25
321370,Public,40,45,45,45,45,50,70,60
321435,Public,45,40,25,25,30,35,40,30
273724,Public,85,70,75,70,60,50,45,50
46639,Public,45,40,40,50,45,55,45,55
346780,Public,60,70,80,75,90,80,60,85
351466,Public,10,15,15,10,15,10,20,10
351725,Public,45,75,60,0,0,0,0,0
381568,Public,60,55,65,55,90,85,100,85
375128,Public,15,20,15,20,10,10,20,20
378119,Public,40,40,45,45,40,50,50,75
622346,Public,25,20,20,20,20,25,35,20
384909,Public,25,25,25,20,30,30,20,25
403377,Public,50,40,40,40,45,40,70,45
410357,Public,45,55,35,30,40,35,45,40
410454,Public,0,0,0,70,75,65,65,80
410748,Public,35,40,30,40,45,40,35,45
411396,Public,45,55,50,60,45,60,70,55
495638,Public,60,45,55,45,60,50,40,55
417203,Public,20,25,20,20,25,30,30,30
510700,Public,25,25,35,25,20,30,30,35
429597,Public,50,50,60,65,50,65,65,75
433608,Public,15,25,15,20,15,15,25,15
435317,Public,65,55,65,60,65,60,65,65
263451,Public,45,45,45,40,40,40,35,50
448389,Public,20,35,25,25,25,20,15,20
450391,Public,10,10,15,20,20,15,0,0
453773,Public,45,45,50,55,45,40,50,45
456314,Public,55,60,60,50,55,45,60,50
457418,Public,115,80,100,100,100,70,90,90
481017,Public,40,40,35,45,40,40,35,45
485322,Public,80,75,70,0,0,0,0,0
486272,Public,35,45,45,45,45,45,55,45
557188,Public,80,60,70,70,60,45,55,40
456241,Public,45,45,45,40,45,50,40,40
14061,Public,105,110,100,105,90,95,90,85
87548,Public,25,50,30,35,40,45,30,40
218863,Public,70,40,60,75,65,60,65,70
515787,Public,45,30,40,40,40,30,35,35
142565,Public,30,35,25,30,20,30,0,0
526436,Public,30,30,40,30,35,35,40,40
524883,Public,45,25,45,30,35,25,40,45
525278,Public,60,75,50,75,60,75,50,75
527742,Public,55,60,60,70,70,50,65,60
528005,Public,15,15,15,15,15,20,0,0
530212,Public,40,35,35,40,25,30,35,50
586970,Public,90,100,95,105,110,90,105,95
537675,Public,50,40,55,45,55,60,45,55
539180,Public,20,20,15,35,20,20,55,50
329886,Public,35,30,30,35,45,35,70,65
548545,Public,30,40,30,30,30,30,20,40
550493,Public,30,35,35,35,30,25,35,30
551104,Public,40,30,45,40,40,30,40,35
560898,Public,15,10,15,15,10,15,15,15
563102,Public,35,40,30,45,35,40,50,35
566225,Public,35,30,40,35,35,30,20,40
569860,Public,10,15,25,20,20,20,25,15
575321,Public,15,20,25,15,15,20,30,30
579327,Public,45,50,50,55,55,60,55,50
515008,Public,40,40,45,60,65,40,50,50
587215,Public,60,60,50,50,35,40,35,40
73745,Public,55,65,60,60,75,60,80,65
600679,Public,35,30,25,30,25,25,25,25
602272,Public,55,50,65,75,75,80,75,75
604836,Public,110,90,100,105,105,90,100,85
359520,Public,65,70,60,65,60,75,55,65
605816,Public,85,70,90,75,90,90,85,105
612707,Public,45,50,30,40,35,45,45,50
131377,Public,35,45,55,45,50,50,45,45
619000,Public,50,45,50,65,50,55,45,80
621862,Public,20,25,30,25,20,25,25,25
627194,Public,25,30,30,25,20,30,25,25
705217,Catholic,0,0,0,0,0,0,130,140
689637,Catholic,0,0,0,0,0,0,120,140
700150,Catholic,25,30,30,35,30,35,0,0
714810,Catholic,40,40,45,45,55,45,0,0
715751,Catholic,55,35,40,40,50,50,0,0
741817,Catholic,15,20,20,15,15,10,0,0
758400,Catholic,0,0,0,0,0,0,305,240
769703,Catholic,15,25,30,25,35,25,0,0
778672,Catholic,80,65,85,85,60,90,0,0
788945,Catholic,35,40,30,40,35,25,0,0
790150,Catholic,20,20,20,30,20,20,0,0
815853,Catholic,20,20,25,15,20,20,0,0
821187,Catholic,15,25,25,15,25,45,0,0
823651,Catholic,65,75,75,70,105,60,0,0
841722,Catholic,20,20,25,25,30,25,0,0
847445,Catholic,35,30,20,30,45,25,0,0
854727,Catholic,15,30,25,30,25,25,0,0
857998,Catholic,10,20,20,10,20,15,0,0
686247,Catholic,65,80,65,80,85,70,95,85
686891,Catholic,30,30,25,40,25,40,40,40
833605,Catholic,45,20,15,15,20,20,15,10
710601,Catholic,35,25,30,40,30,30,35,30
694815,Catholic,35,30,25,30,25,30,30,35
690538,Catholic,55,45,55,55,45,50,55,45
690660,Catholic,20,15,20,20,25,25,15,20
694045,Catholic,45,40,25,40,45,30,20,35
694509,Catholic,0,0,0,0,0,0,60,60
695408,Catholic,40,30,30,30,30,25,20,35
703001,Catholic,20,20,25,25,30,25,30,25
785539,Catholic,20,10,10,15,20,20,15,15
706426,Catholic,55,45,55,60,50,50,60,60
714062,Catholic,40,55,60,60,50,50,55,50
704210,Catholic,25,30,20,30,20,30,30,20
715239,Catholic,30,40,30,40,30,25,25,25
716146,Catholic,15,20,15,15,15,20,15,20
717444,Catholic,40,35,30,30,30,25,25,30
719528,Catholic,30,15,20,35,20,20,15,20
720178,Catholic,35,35,35,45,40,40,35,50
721603,Catholic,50,40,50,50,35,45,55,45
721999,Catholic,10,15,15,20,15,15,10,25
723576,Catholic,65,65,40,55,60,50,35,55
694428,Catholic,50,55,45,60,40,60,55,55
733016,Catholic,20,15,15,15,25,15,25,20
732435,Catholic,15,20,20,20,10,25,20,20
733954,Catholic,40,40,45,35,50,30,35,60
743704,Catholic,75,65,80,65,85,80,85,65
744565,Catholic,10,15,20,20,20,25,25,35
744751,Catholic,15,20,10,10,15,10,10,10
746177,Catholic,45,55,45,50,45,50,50,45
747602,Catholic,55,55,60,60,55,65,55,65
747998,Catholic,40,55,40,40,40,35,10,20
748382,Catholic,55,55,60,65,70,75,75,75
749290,Catholic,75,50,60,60,60,55,65,65
749559,Catholic,40,35,30,30,30,20,30,25
748773,Catholic,20,25,35,20,30,35,30,35
820814,Catholic,25,20,25,15,15,20,15,30
751634,Catholic,35,40,45,40,25,40,50,50
752690,Catholic,15,15,15,25,25,20,30,25
752819,Catholic,25,25,30,30,45,25,40,35
756334,Catholic,25,15,20,20,20,20,30,20
763462,Catholic,15,10,15,20,15,20,15,30
765023,Catholic,45,45,35,45,40,30,35,40
765635,Catholic,20,25,20,35,20,35,35,15
765759,Catholic,20,20,15,25,25,25,30,25
766038,Catholic,25,30,25,30,20,40,30,40
767913,Catholic,25,30,20,15,15,20,20,20
768537,Catholic,45,45,55,45,35,40,40,40
845182,Catholic,45,55,55,60,65,50,55,55
768790,Catholic,50,45,45,55,55,60,55,85
769525,Catholic,55,35,45,35,50,35,45,60
745535,Catholic,355,460,465,535,495,550,500,360
772437,Catholic,25,30,25,35,35,40,40,30
773735,Catholic,15,20,25,30,25,30,35,30
785857,Catholic,35,35,25,25,35,35,35,45
775444,Catholic,50,55,55,50,40,55,55,60
775819,Catholic,20,25,25,20,30,25,35,30
775843,Catholic,25,25,25,25,25,25,35,30
776637,Catholic,10,10,10,10,10,15,10,10
776700,Catholic,10,10,10,10,10,10,15,10
776980,Catholic,60,55,60,60,55,70,40,60
778800,Catholic,55,65,65,45,75,75,50,65
780235,Catholic,35,50,50,60,55,75,60,65
780499,Catholic,25,30,20,25,30,25,30,30
780570,Catholic,50,55,50,50,45,55,55,60
780880,Catholic,55,70,55,50,65,60,50,50
781118,Catholic,10,20,10,10,20,15,20,20
781380,Catholic,10,10,10,10,10,15,10,10
781797,Catholic,55,55,60,60,60,55,50,60
782963,Catholic,25,25,15,25,15,25,25,20
783510,Catholic,40,50,30,45,35,40,30,35
784389,Catholic,40,35,40,35,40,40,45,35
784656,Catholic,50,45,40,50,50,50,50,45
784990,Catholic,25,30,20,20,25,30,20,25
785334,Catholic,55,55,55,65,65,60,65,50
785563,Catholic,35,40,35,35,35,30,30,15
786276,Catholic,25,30,30,20,25,25,25,35
786497,Catholic,30,25,25,25,35,20,40,20
786756,Catholic,10,20,25,25,30,25,25,20
787353,Catholic,30,25,25,25,35,35,30,25
787388,Catholic,25,25,25,35,25,25,25,20
787663,Catholic,20,20,30,20,25,20,30,25
788163,Catholic,20,35,40,40,40,30,30,50
789208,Catholic,20,25,20,20,20,20,25,15
789100,Catholic,10,20,10,10,10,10,20,10
789690,Catholic,55,60,65,50,50,30,40,30
789917,Catholic,50,55,65,55,55,45,55,75
789992,Catholic,15,10,10,20,25,15,10,25
792454,Catholic,30,45,45,45,40,45,45,55
791946,Catholic,40,40,40,35,35,45,35,50
791679,Catholic,10,10,10,10,10,15,25,15
793620,Catholic,35,25,20,20,20,25,25,20
793868,Catholic,10,15,10,15,10,15,15,20
794678,Catholic,25,20,25,25,15,30,20,25
795968,Catholic,65,75,75,80,70,80,65,65
796611,Catholic,30,30,30,35,20,40,35,40
797073,Catholic,30,20,25,25,15,15,20,25
798215,Catholic,10,10,10,10,10,10,10,15
798290,Catholic,20,25,25,25,30,30,25,30
799343,Catholic,20,15,15,15,15,15,20,20
799734,Catholic,55,60,60,50,65,60,65,55
800406,Catholic,15,15,15,15,15,10,20,20
800775,Catholic,55,55,65,45,40,70,55,55
801160,Catholic,25,15,35,25,35,20,25,30
850306,Catholic,25,20,30,15,35,30,25,35
802336,Catholic,30,45,25,30,50,35,65,45
805866,Catholic,30,35,20,30,35,35,30,30
724122,Catholic,45,40,40,30,35,40,35,40
802468,Catholic,50,60,45,45,40,45,50,50
805971,Catholic,20,20,20,15,10,10,10,15
811564,Catholic,25,25,20,20,20,25,20,25
816370,Catholic,50,60,65,55,60,65,65,65
689807,Catholic,15,10,10,20,25,20,20,20
816760,Catholic,20,25,20,25,25,20,20,20
817287,Catholic,35,40,35,50,40,40,45,50
818194,Catholic,40,40,40,35,30,35,30,15
819239,Catholic,40,30,25,20,20,25,15,15
820610,Catholic,10,10,10,10,10,10,10,15
820903,Catholic,15,15,30,25,20,30,15,30
821055,Catholic,30,30,40,35,40,45,35,40
821578,Catholic,50,50,50,45,50,60,60,60
689998,Catholic,10,10,10,10,10,10,10,10
822353,Catholic,75,75,75,80,75,85,100,95
822876,Catholic,20,20,30,25,10,25,20,15
823597,Catholic,20,30,30,20,15,15,15,25
824305,Catholic,30,45,30,45,45,35,45,45
830933,Catholic,25,20,30,10,15,25,25,25
827290,Catholic,25,20,25,15,15,20,20,25
832367,Catholic,40,50,45,30,30,50,65,60
832219,Catholic,25,15,25,30,25,25,20,35
832405,Catholic,20,25,25,25,35,20,20,25
834491,Catholic,20,15,15,10,15,15,10,15
835200,Catholic,0,0,15,25,20,25,20,30
835480,Catholic,25,30,25,30,20,30,30,30
836133,Catholic,35,30,35,35,35,35,30,40
836435,Catholic,55,45,45,40,50,60,60,50
836524,Catholic,25,30,25,35,30,40,35,45
836656,Catholic,70,60,60,80,65,45,85,65
842540,Catholic,20,20,20,25,15,10,20,20
751405,Catholic,20,20,20,25,20,30,35,30
846660,Catholic,40,30,45,50,50,55,55,40
848220,Catholic,45,50,45,55,50,60,35,55
849243,Catholic,10,10,10,0,10,10,10,10
848875,Catholic,35,30,30,35,35,35,25,35
849138,Catholic,10,10,10,10,10,10,10,10
849650,Catholic,55,65,60,60,50,60,60,45
849812,Catholic,25,25,25,35,30,35,30,30
850047,Catholic,40,35,35,50,40,40,35,40
850209,Catholic,20,30,15,15,20,15,25,25
850381,Catholic,50,45,45,50,50,45,50,35
850829,Catholic,35,35,25,25,35,40,30,35
851078,Catholic,15,10,25,10,15,10,15,15
852511,Catholic,20,25,15,20,25,20,15,25
855243,Catholic,50,40,35,40,45,25,45,60
855650,Catholic,20,30,30,25,30,25,30,25
856541,Catholic,45,40,50,55,55,55,60,65
856932,Catholic,30,20,15,25,25,25,20,20
857742,Catholic,35,35,30,20,30,35,30,40
858757,Catholic,20,25,25,35,35,35,30,35
859036,Catholic,50,55,55,55,60,45,55,65
859591,Catholic,30,30,25,20,30,25,30,30
784435,Catholic,40,30,40,30,25,25,30,35
868825,Catholic,10,10,15,10,10,10,10,10
803403,Catholic,50,50,45,60,45,65,55,50
864994,Catholic,30,40,35,30,35,50,35,35
866423,Catholic,20,25,15,30,20,25,35,30
13943,Public,10,10,10,10,10,10,0,0
285662,Public,0,0,0,0,0,0,0,10
2151,Public,65,80,65,60,55,55,0,0
344930,Public,10,10,10,10,10,10,10,10
4499,Public,15,30,20,20,35,35,0,0
5479,Public,35,30,35,15,10,40,20,15
6602,Public,40,40,25,30,30,40,75,65
9172,Public,35,30,35,30,40,30,105,90
329177,Public,30,45,40,35,30,25,30,45
11088,Public,30,45,50,40,50,40,0,0
13200,Public,80,80,100,85,85,115,0,0
287801,Public,55,55,50,40,50,65,45,40
466255,Public,0,0,0,0,0,105,95,95
18929,Public,15,15,15,25,10,0,0,0
19445,Public,40,45,45,45,45,50,70,60
19704,Public,15,15,15,35,40,20,40,35
19720,Public,10,30,35,40,15,10,0,0
20303,Public,30,45,45,25,25,0,0,0
20745,Public,20,15,30,20,25,30,10,0
14036,Public,10,10,15,20,15,15,15,10
28614,Public,115,80,55,55,65,65,55,55
30104,Public,30,35,40,25,20,0,0,0
31011,Public,65,60,55,60,40,50,0,0
31887,Public,40,40,40,60,15,20,35,35
35173,Public,20,40,30,20,10,15,20,15
37257,Public,0,0,0,0,0,125,130,135
37710,Public,10,10,10,10,10,10,0,0
38032,Public,40,55,50,45,75,50,40,50
39594,Public,65,70,70,75,80,70,75,100
41416,Public,45,40,50,55,45,60,0,0
43494,Public,40,50,65,55,35,35,0,0
43753,Public,25,15,20,20,15,20,0,0
45446,Public,30,25,25,30,30,55,0,0
47260,Public,40,35,40,40,40,50,100,100
48046,Public,0,0,0,0,0,140,135,135
670413,Public,10,10,10,10,10,15,10,10
48020,Public,65,45,50,30,30,40,0,0
49476,Public,25,25,25,40,30,55,30,20
49344,Public,50,50,45,50,45,40,35,35
50288,Public,30,35,20,25,25,0,0,0
50679,Public,50,60,55,35,50,30,0,0
53244,Public,35,35,45,30,30,35,20,20
53376,Public,15,25,30,20,20,0,0,0
54593,Public,0,0,0,0,0,0,145,165
54801,Public,0,0,0,0,0,105,125,115
54933,Public,0,0,0,0,0,100,120,125
55328,Public,35,60,50,40,50,45,0,0
56367,Public,75,85,80,85,95,95,185,160
57100,Public,40,20,20,15,20,0,0,0
60658,Public,60,65,40,35,35,0,0,0
60917,Public,20,25,35,35,40,0,0,0
61956,Public,30,25,35,35,30,25,0,0
63541,Public,35,50,45,30,55,40,0,0
63649,Public,60,30,35,80,70,0,0,0
63770,Public,70,65,60,45,70,0,0,0
64424,Public,25,30,50,20,25,15,40,70
66508,Public,50,50,50,30,40,0,0,0
66540,Public,35,35,35,25,15,20,0,0
356315,Public,50,55,65,60,65,70,85,80
282227,Public,0,0,0,0,0,145,145,140
67156,Public,50,50,65,70,60,50,0,0
67547,Public,40,40,20,30,25,20,15,15
68713,Public,25,25,30,55,25,30,45,40
71749,Public,55,35,35,45,30,20,0,0
72745,Public,30,65,65,35,35,50,0,0
128058,Public,0,0,0,0,0,135,115,120
75990,Public,45,30,35,35,25,0,0,0
80020,Public,50,55,40,35,35,0,0,0
425826,Public,55,55,50,40,50,25,40,35
88080,Public,45,25,35,50,40,0,0,0
136551,Public,40,40,30,20,30,0,0,0
89486,Public,80,80,70,85,60,80,0,0
89770,Public,15,25,25,70,60,45,60,70
90034,Public,25,25,30,35,30,30,45,45
90298,Public,30,35,45,35,30,30,0,0
100048,Public,30,35,30,15,25,0,0,0
101605,Public,40,35,25,35,55,30,40,40
101737,Public,35,35,20,30,30,15,0,0
101796,Public,0,0,0,0,0,0,140,160
151262,Public,0,0,0,60,70,80,100,80
102440,Public,40,60,45,65,55,50,0,0
102580,Public,30,25,25,10,15,15,0,0
105694,Public,20,10,15,10,25,0,0,0
106151,Public,55,60,60,75,75,0,0,0
106178,Public,35,15,20,15,35,25,0,0
493104,Public,30,15,25,70,40,25,25,25
106410,Public,15,25,20,15,15,15,15,10
107190,Public,50,50,50,30,30,25,0,0
107581,Public,40,40,40,40,50,40,50,30
107328,Public,65,45,75,70,60,0,0,0
107808,Public,0,0,0,0,0,0,30,20
107948,Public,25,25,15,20,20,0,0,0
107972,Public,90,65,50,50,45,95,50,55
84352,Public,0,0,0,55,55,55,55,50
111740,Public,10,10,10,20,20,25,25,20
111775,Public,40,50,55,60,40,0,0,0
113174,Public,20,40,35,65,70,60,0,0
123056,Public,15,10,10,15,10,40,15,0
123315,Public,85,85,105,75,90,95,0,0
125008,Public,75,60,70,80,80,60,0,0
125130,Public,0,0,0,0,0,225,190,190
125393,Public,20,20,20,15,20,20,0,0
125520,Public,35,25,25,30,25,35,35,30
127680,Public,50,65,90,85,0,0,0,0
127736,Public,15,30,30,30,35,0,0,0
127884,Public,90,65,70,40,40,0,0,0
411264,Public,0,0,0,0,0,130,105,150
413470,Public,0,0,0,0,0,165,160,140
133060,Public,65,70,90,75,65,0,0,0
133582,Public,45,45,65,55,50,60,75,50
134627,Public,35,25,30,30,20,0,0,0
134848,Public,35,45,50,40,45,30,50,50
135011,Public,65,75,90,55,50,20,0,0
135534,Public,45,45,60,65,50,0,0,0
135798,Public,45,30,40,30,35,40,100,130
138975,Public,0,0,0,0,0,0,25,30
137030,Public,35,30,50,85,75,0,0,0
137090,Public,15,10,10,10,10,10,10,0
139041,Public,35,40,55,55,50,0,0,0
139955,Public,50,50,60,45,45,35,0,0
448052,Public,55,40,55,55,50,0,0,0
140996,Public,15,35,25,25,30,150,160,180
141380,Public,0,0,0,0,0,85,135,145
141410,Public,0,0,0,0,0,110,115,140
141640,Public,0,0,0,0,0,120,90,85
141771,Public,60,70,70,85,75,55,70,75
142816,Public,40,30,25,30,15,30,15,25
145548,Public,20,30,35,35,40,20,80,80
146978,Public,35,30,25,40,20,0,0,0
14001,Public,15,15,15,15,15,10,0,0
491997,Public,0,0,0,10,10,10,10,10
147605,Public,0,0,0,0,0,0,140,120
149055,Public,45,45,45,70,45,0,0,0
612634,Public,45,55,80,80,75,65,100,110
151653,Public,50,55,50,90,80,65,120,140
153214,Public,65,65,45,85,70,0,0,0
153478,Public,30,40,40,35,45,0,0,0
157635,Public,65,60,60,50,55,20,15,20
157899,Public,0,0,0,0,0,0,235,205
158020,Public,75,80,70,90,65,40,35,35
156132,Public,0,0,0,0,0,0,30,25
164399,Public,30,40,25,25,25,25,20,20
164780,Public,30,30,20,45,45,0,0,0
165824,Public,20,25,15,15,20,15,20,15
