School Number,Year,School Type,School Level,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
922960,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,190,195,215,270
27235,2021-2022,Public,Elementary,0,0,0,0,0,0,395,355,0,0,0,0
900494,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,380,350,285,325
332356,2021-2022,Public,Elementary,80,75,70,65,65,60,0,0,0,0,0,0
332488,2021-2022,Public,Elementary,40,35,45,40,35,55,0,0,0,0,0,0
332615,2021-2022,Public,Elementary,35,30,30,35,30,0,0,0,0,0,0,0
129690,2021-2022,Public,Elementary,35,50,40,45,60,55,65,60,0,0,0,0
345903,2021-2022,Public,Elementary,55,75,50,75,80,80,0,0,0,0,0,0
356409,2021-2022,Public,Elementary,55,50,70,60,60,55,0,0,0,0,0,0
925691,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,370,330,290,220
114334,2021-2022,Public,Elementary,0,0,0,0,0,0,145,135,0,0,0,0
423874,2021-2022,Public,Elementary,25,20,15,25,20,25,50,55,0,0,0,0
382272,2021-2022,Public,Elementary,55,60,65,55,65,65,0,0,0,0,0,0
928291,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,300,325,300,270
929425,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,15,145
407232,2021-2022,Public,Elementary,20,20,10,20,15,0,0,0,0,0,0,0
419389,2021-2022,Public,Elementary,35,45,60,0,0,0,0,0,0,0,0,0
424650,2021-2022,Public,Elementary,30,35,30,40,40,35,0,0,0,0,0,0
932710,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,120,110,115,115
626912,2021-2022,Public,Elementary,250,270,315,275,310,320,0,0,0,0,0,0
615066,2021-2022,Public,Elementary,0,0,0,0,0,0,305,310,0,0,0,0
923639,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,240,350,390,525
925403,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,70,70,55,165
444936,2021-2022,Public,Elementary,35,35,35,40,50,45,55,45,0,0,0,0
448834,2021-2022,Public,Elementary,85,75,70,55,55,50,0,0,0,0,0,0
463523,2021-2022,Public,Elementary,20,15,20,25,35,25,65,80,0,0,0,0
465089,2021-2022,Public,Elementary,10,15,20,25,20,25,0,0,0,0,0,0
480428,2021-2022,Public,Elementary,15,20,30,25,20,25,0,0,0,0,0,0
939420,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,10,15,165
483150,2021-2022,Public,Elementary,40,35,35,30,45,0,0,0,0,0,0,0
938564,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,115,155,165,270
487180,2021-2022,Public,Elementary,35,30,30,40,25,30,0,0,0,0,0,0
121690,2021-2022,Public,Elementary,40,25,35,30,25,45,0,0,0,0,0,0
487317,2021-2022,Public,Elementary,20,20,25,15,10,20,0,0,0,0,0,0
487384,2021-2022,Public,Elementary,45,60,50,55,70,0,0,0,0,0,0,0
319937,2021-2022,Public,Elementary,60,55,55,45,50,50,110,105,0,0,0,0
60925,2021-2022,Public,Elementary,40,45,60,50,55,65,0,0,0,0,0,0
488356,2021-2022,Public,Elementary,65,45,60,60,50,40,0,0,0,0,0,0
489360,2021-2022,Public,Elementary,20,30,35,25,35,35,0,0,0,0,0,0
474444,2021-2022,Public,Elementary,50,50,45,45,45,45,55,45,0,0,0,0
506168,2021-2022,Public,Elementary,40,35,30,15,20,10,0,0,0,0,0,0
942952,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,60,75,60,115
942014,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,185,165,155,195
620213,2021-2022,Public,Elementary,0,0,0,0,0,0,185,180,0,0,0,0
942332,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,220,240,205,260
516694,2021-2022,Public,Elementary,70,60,50,45,30,35,0,0,0,0,0,0
942855,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,345,360,285,320
204901,2021-2022,Public,Elementary,65,60,65,65,65,75,0,0,0,0,0,0
310646,2021-2022,Public,Elementary,60,60,60,60,45,65,0,0,0,0,0,0
565750,2021-2022,Public,Elementary,75,90,65,80,90,95,100,105,0,0,0,0
537624,2021-2022,Public,Elementary,70,90,70,75,70,90,0,0,0,0,0,0
595012,2021-2022,Public,Elementary,70,50,70,65,55,60,80,85,0,0,0,0
330043,2021-2022,Public,Elementary,45,45,45,45,40,40,80,80,0,0,0,0
554910,2021-2022,Public,Elementary,0,0,0,45,45,35,35,35,0,0,0,0
383260,2021-2022,Public,Elementary,40,25,35,50,50,40,55,60,0,0,0,0
949159,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,10
396902,2021-2022,Public,Elementary,120,130,105,100,90,100,70,70,0,0,0,0
577405,2021-2022,Public,Elementary,55,55,50,45,70,60,90,85,0,0,0,0
578576,2021-2022,Public,Elementary,15,20,20,20,20,20,0,0,0,0,0,0
579297,2021-2022,Public,Elementary,55,60,70,100,125,125,0,0,0,0,0,0
579351,2021-2022,Public,Elementary,45,50,50,40,55,55,0,0,0,0,0,0
61972,2021-2022,Public,Elementary,50,50,45,50,50,50,55,65,0,0,0,0
951366,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,310,310,310,290
624500,2021-2022,Public,Elementary,130,125,100,100,105,100,0,0,0,0,0,0
619523,2021-2022,Public,Elementary,50,60,50,50,50,45,55,55,0,0,0,0
954420,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,185,215,205,290
624330,2021-2022,Public,Elementary,10,20,10,20,15,15,40,40,0,0,0,0
4880,2021-2022,Public,Elementary,90,65,75,70,60,0,0,0,0,0,0,0
12815,2021-2022,Public,Elementary,0,0,0,0,0,140,165,130,0,0,0,0
11533,2021-2022,Public,Elementary,0,0,0,0,0,115,160,170,0,0,0,0
13463,2021-2022,Public,Elementary,60,65,70,65,50,60,65,65,0,0,0,0
57274,2021-2022,Public,Elementary,50,55,40,50,50,0,0,0,0,0,0,0
74438,2021-2022,Public,Elementary,25,10,25,15,10,15,0,0,0,0,0,0
901887,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,15,15,10,40
892203,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,305,290,300,325
21369,2021-2022,Public,Elementary,70,75,80,85,80,10,0,0,0,0,0,0
102016,2021-2022,Public,Elementary,80,65,80,70,100,0,0,0,0,0,0,0
503560,2021-2022,Public,Elementary,125,90,100,110,90,100,90,60,0,0,0,0
30880,2021-2022,Public,Elementary,0,0,0,0,0,220,175,220,0,0,0,0
32280,2021-2022,Public,Elementary,80,70,85,80,75,0,0,0,0,0,0,0
37907,2021-2022,Public,Elementary,0,0,0,0,0,85,145,120,0,0,0,0
40762,2021-2022,Public,Elementary,25,30,25,20,20,20,0,0,0,0,0,0
89058,2021-2022,Public,Elementary,50,55,60,55,45,70,70,70,0,0,0,0
49450,2021-2022,Public,Elementary,50,40,50,50,45,0,0,0,0,0,0,0
895920,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,295,240,275,265
896055,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,360,380,350,375
57347,2021-2022,Public,Elementary,50,50,45,35,60,0,0,0,0,0,0,0
250350,2021-2022,Public,Elementary,60,55,50,65,55,0,0,0,0,0,0,0
61107,2021-2022,Public,Elementary,75,70,70,70,70,0,0,0,0,0,0,0
198811,2021-2022,Public,Elementary,95,105,115,125,125,0,0,0,0,0,0,0
63525,2021-2022,Public,Elementary,0,0,0,0,0,200,180,220,0,0,0,0
63550,2021-2022,Public,Elementary,70,70,90,75,90,0,0,0,0,0,0,0
66532,2021-2022,Public,Elementary,55,40,50,50,60,0,0,0,0,0,0,0
71188,2021-2022,Public,Elementary,75,85,95,105,85,0,0,0,0,0,0,0
71781,2021-2022,Public,Elementary,115,105,125,135,120,0,0,0,0,0,0,0
514070,2021-2022,Public,Elementary,0,0,0,0,0,155,185,175,0,0,0,0
74047,2021-2022,Public,Elementary,25,30,25,35,30,35,70,70,0,0,0,0
74179,2021-2022,Public,Elementary,30,20,35,25,30,30,25,35,0,0,0,0
80454,2021-2022,Public,Elementary,0,0,0,0,0,220,190,205,0,0,0,0
27655,2021-2022,Public,Elementary,100,105,115,95,105,0,0,0,0,0,0,0
97098,2021-2022,Public,Elementary,35,55,40,35,40,30,0,0,0,0,0,0
33387,2021-2022,Public,Elementary,90,80,95,110,75,95,75,80,0,0,0,0
74373,2021-2022,Public,Elementary,75,90,95,90,100,0,0,0,0,0,0,0
918407,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,460,460,490,490
88340,2021-2022,Public,Elementary,40,40,50,40,60,65,50,70,0,0,0,0
899003,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,300,315,335,340
501875,2021-2022,Public,Elementary,0,0,0,0,0,230,230,245,0,0,0,0
899828,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,270,285,285,325
88935,2021-2022,Public,Elementary,85,85,105,90,105,0,0,0,0,0,0,0
89028,2021-2022,Public,Elementary,60,50,50,65,60,0,0,0,0,0,0,0
94757,2021-2022,Public,Elementary,0,0,0,0,0,250,240,240,0,0,0,0
901342,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,350,320,315,335
80741,2021-2022,Public,Elementary,80,80,90,90,80,0,0,0,0,0,0,0
107735,2021-2022,Public,Elementary,75,95,70,120,0,0,0,0,0,0,0,0
267840,2021-2022,Public,Elementary,100,90,110,115,110,90,90,85,0,0,0,0
59404,2021-2022,Public,Elementary,70,80,85,110,90,0,0,0,0,0,0,0
108626,2021-2022,Public,Elementary,75,70,70,55,65,0,0,0,0,0,0,0
111228,2021-2022,Public,Elementary,20,15,20,10,15,0,0,0,0,0,0,0
901660,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,135,130,160,235
111872,2021-2022,Public,Elementary,35,45,40,45,45,0,0,0,0,0,0,0
237787,2021-2022,Public,Elementary,55,55,55,60,65,0,0,0,0,0,0,0
122815,2021-2022,Public,Elementary,65,65,55,55,55,0,0,0,0,0,0,0
96327,2021-2022,Public,Elementary,85,80,85,90,70,0,0,0,0,0,0,0
123145,2021-2022,Public,Elementary,25,25,25,35,25,0,0,0,0,0,0,0
124869,2021-2022,Public,Elementary,190,130,135,120,105,0,0,0,0,0,0,0
35007,2021-2022,Public,Elementary,80,75,70,70,75,75,60,50,0,0,0,0
127515,2021-2022,Public,Elementary,60,95,95,100,105,0,0,0,0,0,0,0
133698,2021-2022,Public,Elementary,0,0,0,0,0,130,150,140,0,0,0,0
134198,2021-2022,Public,Elementary,0,0,0,0,0,255,260,295,0,0,0,0
909673,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,400,360,370,405
254568,2021-2022,Public,Elementary,65,65,65,75,65,0,0,0,0,0,0,0
140864,2021-2022,Public,Elementary,40,50,55,55,60,0,0,0,0,0,0,0
141070,2021-2022,Public,Elementary,0,0,0,0,0,135,180,210,0,0,0,0
186040,2021-2022,Public,Elementary,105,110,110,110,105,90,95,70,0,0,0,0
142832,2021-2022,Public,Elementary,95,100,90,75,85,0,0,0,0,0,0,0
603791,2021-2022,Public,Elementary,55,60,50,55,55,0,0,0,0,0,0,0
195640,2021-2022,Public,Elementary,55,45,55,50,55,45,60,50,0,0,0,0
158313,2021-2022,Public,Elementary,0,0,0,0,0,245,230,240,0,0,0,0
163449,2021-2022,Public,Elementary,45,30,55,35,55,0,0,0,0,0,0,0
165620,2021-2022,Public,Elementary,105,110,105,90,70,0,0,0,0,0,0,0
166936,2021-2022,Public,Elementary,85,80,90,110,80,0,0,0,0,0,0,0
167070,2021-2022,Public,Elementary,0,0,0,0,0,0,250,240,0,0,0,0
426375,2021-2022,Public,Elementary,80,85,85,85,105,85,85,110,0,0,0,0
173479,2021-2022,Public,Elementary,35,35,30,50,35,40,25,0,0,0,0,0
174920,2021-2022,Public,Elementary,55,45,50,50,45,0,0,0,0,0,0,0
276502,2021-2022,Public,Elementary,45,30,20,30,25,20,20,20,0,0,0,0
202987,2021-2022,Public,Elementary,0,0,0,0,0,260,295,280,0,0,0,0
185655,2021-2022,Public,Elementary,0,0,0,0,0,145,130,155,0,0,0,0
909092,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,270,215,205,230
185850,2021-2022,Public,Elementary,40,55,50,60,50,0,0,0,0,0,0,0
588552,2021-2022,Public,Elementary,80,85,80,115,95,35,45,50,0,0,0,0
192864,2021-2022,Public,Elementary,75,65,75,65,60,0,0,0,0,0,0,0
192910,2021-2022,Public,Elementary,0,0,0,0,0,155,180,215,0,0,0,0
193097,2021-2022,Public,Elementary,0,0,0,0,0,150,170,180,0,0,0,0
193070,2021-2022,Public,Elementary,25,20,20,30,25,0,0,0,0,0,0,0
194093,2021-2022,Public,Elementary,105,100,110,130,110,0,0,0,0,0,0,0
199125,2021-2022,Public,Elementary,0,0,0,0,0,185,220,190,0,0,0,0
910058,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,450,485,415,480
199362,2021-2022,Public,Elementary,70,100,80,65,85,55,0,0,0,0,0,0
201073,2021-2022,Public,Elementary,45,60,65,55,45,0,0,0,0,0,0,0
201316,2021-2022,Public,Elementary,20,25,20,25,25,20,0,0,0,0,0,0
201413,2021-2022,Public,Elementary,70,60,65,50,70,0,0,0,0,0,0,0
210455,2021-2022,Public,Elementary,45,35,35,50,50,0,0,0,0,0,0,0
218731,2021-2022,Public,Elementary,40,40,40,40,40,0,0,0,0,0,0,0
913189,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,250,280,265,270
217387,2021-2022,Public,Elementary,0,0,0,0,0,140,130,150,0,0,0,0
221538,2021-2022,Public,Elementary,40,35,35,35,60,0,0,0,0,0,0,0
494577,2021-2022,Public,Elementary,0,0,0,0,0,165,145,150,0,0,0,0
228940,2021-2022,Public,Elementary,70,65,75,75,100,85,80,95,0,0,0,0
229199,2021-2022,Public,Elementary,0,0,0,0,0,30,140,120,0,0,0,0
229377,2021-2022,Public,Elementary,0,0,0,0,0,160,140,180,0,0,0,0
230774,2021-2022,Public,Elementary,45,30,25,35,45,0,0,0,0,0,0,0
243426,2021-2022,Public,Elementary,30,35,45,40,35,0,0,0,0,0,0,0
253464,2021-2022,Public,Elementary,40,30,40,40,35,0,0,0,0,0,0,0
943916,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,485,415,425,425
250716,2021-2022,Public,Elementary,25,20,30,20,30,20,25,25,0,0,0,0
236845,2021-2022,Public,Elementary,0,0,0,0,0,240,250,250,0,0,0,0
916269,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,295,305,300,270
252530,2021-2022,Public,Elementary,30,25,35,30,25,0,0,0,0,0,0,0
253448,2021-2022,Public,Elementary,65,70,70,80,80,115,115,125,0,0,0,0
118827,2021-2022,Public,Elementary,70,55,70,75,75,0,0,0,0,0,0,0
254550,2021-2022,Public,Elementary,50,50,70,45,60,0,0,0,0,0,0,0
258121,2021-2022,Public,Elementary,0,0,0,0,0,90,120,130,0,0,0,0
258148,2021-2022,Public,Elementary,25,35,30,40,30,0,0,0,0,0,0,0
259322,2021-2022,Public,Elementary,60,35,50,50,55,45,55,60,0,0,0,0
263508,2021-2022,Public,Elementary,0,0,0,0,0,125,165,160,0,0,0,0
263397,2021-2022,Public,Elementary,110,80,110,105,115,0,0,0,0,0,0,0
917559,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,250,310,335,380
273260,2021-2022,Public,Elementary,55,80,65,75,55,0,0,0,0,0,0,0
274763,2021-2022,Public,Elementary,35,40,30,35,40,45,45,45,0,0,0,0
595134,2021-2022,Public,Elementary,80,85,90,75,90,90,85,80,0,0,0,0
5797,2021-2022,Public,Elementary,60,65,75,70,55,0,0,0,0,0,0,0
587234,2021-2022,Public,Elementary,50,50,75,45,60,55,55,45,0,0,0,0
309432,2021-2022,Public,Elementary,70,80,100,75,75,0,0,0,0,0,0,0
185731,2021-2022,Public,Elementary,65,45,80,60,85,0,0,0,0,0,0,0
935244,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,275,310,280,315
282375,2021-2022,Public,Elementary,30,35,50,50,30,10,0,0,0,0,0,0
918830,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,405,455,420,455
930679,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,95,105,100,195
289582,2021-2022,Public,Elementary,25,30,20,30,30,10,0,0,0,0,0,0
291986,2021-2022,Public,Elementary,50,55,45,50,60,0,0,0,0,0,0,0
297682,2021-2022,Public,Elementary,100,75,90,85,45,0,0,0,0,0,0,0
307548,2021-2022,Public,Elementary,40,40,45,40,50,0,0,0,0,0,0,0
308455,2021-2022,Public,Elementary,115,95,110,85,110,0,0,0,0,0,0,0
311960,2021-2022,Public,Elementary,85,75,90,90,80,0,0,0,0,0,0,0
952885,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,180,230,220,310
314579,2021-2022,Public,Elementary,0,0,0,0,0,210,195,215,0,0,0,0
499344,2021-2022,Public,Elementary,80,110,90,95,95,90,85,100,0,0,0,0
321958,2021-2022,Public,Elementary,45,35,35,35,30,0,0,0,0,0,0,0
924008,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,220,240,225,240
65223,2021-2022,Public,Elementary,0,0,0,0,0,215,210,250,0,0,0,0
904203,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,295,330,360,355
328324,2021-2022,Public,Elementary,15,15,20,15,20,70,75,75,0,0,0,0
328448,2021-2022,Public,Elementary,35,35,40,40,40,0,0,0,0,0,0,0
197410,2021-2022,Public,Elementary,65,55,50,40,35,35,35,25,0,0,0,0
336467,2021-2022,Public,Elementary,20,10,15,15,15,10,0,0,0,0,0,0
345610,2021-2022,Public,Elementary,45,45,45,40,40,0,0,0,0,0,0,0
329215,2021-2022,Public,Elementary,35,35,40,50,35,0,0,0,0,0,0,0
925349,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,475,480,485,485
350192,2021-2022,Public,Elementary,40,45,45,45,50,50,0,0,0,0,0,0
444522,2021-2022,Public,Elementary,75,55,80,70,75,130,120,120,0,0,0,0
329690,2021-2022,Public,Elementary,0,0,0,0,0,230,235,255,0,0,0,0
351857,2021-2022,Public,Elementary,25,15,20,25,20,0,0,0,0,0,0,0
605063,2021-2022,Public,Elementary,85,80,65,95,0,0,0,0,0,0,0,0
925551,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,265,255,250,310
356921,2021-2022,Public,Elementary,55,55,70,70,80,0,0,0,0,0,0,0
364150,2021-2022,Public,Elementary,75,85,110,120,120,0,0,0,0,0,0,0
365246,2021-2022,Public,Elementary,15,25,25,30,35,30,0,0,0,0,0,0
366412,2021-2022,Public,Elementary,50,50,50,45,45,35,0,0,0,0,0,0
925535,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,240,265,280,300
372480,2021-2022,Public,Elementary,0,0,0,0,0,190,155,175,0,0,0,0
332933,2021-2022,Public,Elementary,90,80,75,90,80,0,0,0,0,0,0,0
419607,2021-2022,Public,Elementary,55,50,50,55,50,40,40,40,0,0,0,0
164342,2021-2022,Public,Elementary,85,95,95,110,100,105,90,95,0,0,0,0
372978,2021-2022,Public,Elementary,40,25,40,50,45,95,85,100,0,0,0,0
380164,2021-2022,Public,Elementary,45,45,45,50,45,0,0,0,0,0,0,0
382647,2021-2022,Public,Elementary,60,70,75,60,90,0,0,0,0,0,0,0
212749,2021-2022,Public,Elementary,85,95,95,115,100,0,0,0,0,0,0,0
930660,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,350,315,335,295
411655,2021-2022,Public,Elementary,75,70,70,75,75,0,0,0,0,0,0,0
414395,2021-2022,Public,Elementary,15,15,10,10,15,0,0,0,0,0,0,0
612932,2021-2022,Public,Elementary,110,120,110,125,140,0,0,0,0,0,0,0
427667,2021-2022,Public,Elementary,65,65,60,85,70,0,0,0,0,0,0,0
429465,2021-2022,Public,Elementary,20,20,10,10,25,0,0,0,0,0,0,0
431966,2021-2022,Public,Elementary,50,55,60,60,50,60,50,60,0,0,0,0
905838,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,10,70
436097,2021-2022,Public,Elementary,40,35,50,50,60,0,0,0,0,0,0,0
506508,2021-2022,Public,Elementary,0,0,0,0,0,0,0,10,0,0,0,0
506613,2021-2022,Public,Elementary,0,0,0,0,0,0,0,10,0,0,0,0
918210,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,0,10
943381,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,280
918202,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,10,10,0,20
958431,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,0,0,10,150
449075,2021-2022,Public,Elementary,35,40,40,45,55,40,0,0,0,0,0,0
449032,2021-2022,Public,Elementary,105,115,115,110,130,75,0,0,0,0,0,0
935832,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,345,305,305,380
315252,2021-2022,Public,Elementary,60,55,65,85,75,75,65,75,0,0,0,0
464171,2021-2022,Public,Elementary,0,0,0,0,0,10,175,165,0,0,0,0
465232,2021-2022,Public,Elementary,50,55,45,60,60,0,0,0,0,0,0,0
466778,2021-2022,Public,Elementary,60,50,45,50,35,45,35,75,0,0,0,0
147831,2021-2022,Public,Elementary,35,40,60,50,55,60,0,0,0,0,0,0
476650,2021-2022,Public,Elementary,40,35,30,35,45,0,0,0,0,0,0,0
239570,2021-2022,Public,Elementary,70,80,80,80,95,0,0,0,0,0,0,0
938009,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,305,400,365,510
484580,2021-2022,Public,Elementary,85,100,80,85,80,0,0,0,0,0,0,0
484849,2021-2022,Public,Elementary,115,100,70,95,90,0,0,0,0,0,0,0
486400,2021-2022,Public,Elementary,30,25,30,30,25,20,30,40,0,0,0,0
487902,2021-2022,Public,Elementary,0,0,0,0,0,210,180,220,0,0,0,0
487414,2021-2022,Public,Elementary,40,60,60,60,85,75,65,60,0,0,0,0
561022,2021-2022,Public,Elementary,55,50,50,50,55,50,100,105,0,0,0,0
493318,2021-2022,Public,Elementary,105,80,105,100,90,100,90,85,0,0,0,0
330632,2021-2022,Public,Elementary,120,115,95,110,130,0,0,0,0,0,0,0
494275,2021-2022,Public,Elementary,0,0,0,0,0,180,175,210,0,0,0,0
494011,2021-2022,Public,Elementary,90,85,110,100,90,0,0,0,0,0,0,0
107280,2021-2022,Public,Elementary,0,0,0,0,175,235,190,240,0,0,0,0
939596,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,235,255,255,280
501506,2021-2022,Public,Elementary,60,55,55,55,50,0,0,0,0,0,0,0
519588,2021-2022,Public,Elementary,55,70,70,70,60,50,0,0,0,0,0,0
156880,2021-2022,Public,Elementary,45,50,55,50,45,55,60,70,0,0,0,0
509019,2021-2022,Public,Elementary,45,45,55,55,45,40,0,0,0,0,0,0
510548,2021-2022,Public,Elementary,65,65,65,60,50,0,0,0,0,0,0,0
519871,2021-2022,Public,Elementary,65,55,75,75,95,0,0,0,0,0,0,0
514241,2021-2022,Public,Elementary,30,50,40,45,25,0,0,0,0,0,0,0
514357,2021-2022,Public,Elementary,35,35,40,35,40,0,0,0,0,0,0,0
209969,2021-2022,Public,Elementary,60,65,75,65,75,85,95,70,0,0,0,0
514900,2021-2022,Public,Elementary,0,0,0,0,0,120,160,145,0,0,0,0
516210,2021-2022,Public,Elementary,30,25,20,25,30,0,0,0,0,0,0,0
373279,2021-2022,Public,Elementary,0,0,0,0,0,230,205,210,0,0,0,0
516430,2021-2022,Public,Elementary,25,30,30,40,30,30,40,30,0,0,0,0
518042,2021-2022,Public,Elementary,60,65,65,60,55,0,0,0,0,0,0,0
31851,2021-2022,Public,Elementary,90,105,100,85,100,95,105,100,0,0,0,0
626274,2021-2022,Public,Elementary,65,75,85,95,95,90,85,90,0,0,0,0
527971,2021-2022,Public,Elementary,50,70,75,65,80,0,0,0,0,0,0,0
528137,2021-2022,Public,Elementary,40,55,60,50,60,55,0,0,0,0,0,0
24650,2021-2022,Public,Elementary,60,65,75,60,65,0,0,0,0,0,0,0
962646,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,275,285,355,430
945978,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,180,265,220,245
536733,2021-2022,Public,Elementary,0,0,0,0,10,225,235,220,0,0,0,0
948187,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,190,170,180,260
550620,2021-2022,Public,Elementary,25,20,20,30,35,60,65,60,0,0,0,0
551040,2021-2022,Public,Elementary,80,80,80,85,75,0,0,0,0,0,0,0
551422,2021-2022,Public,Elementary,0,0,0,0,0,175,155,150,0,0,0,0
619299,2021-2022,Public,Elementary,0,0,0,0,0,0,85,90,0,0,0,0
954403,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,295,295,300,305
552259,2021-2022,Public,Elementary,0,0,0,0,0,300,305,355,0,0,0,0
552399,2021-2022,Public,Elementary,25,35,30,35,35,0,0,0,0,0,0,0
168221,2021-2022,Public,Elementary,45,60,65,65,70,65,55,80,0,0,0,0
552887,2021-2022,Public,Elementary,65,65,65,75,75,0,0,0,0,0,0,0
557234,2021-2022,Public,Elementary,0,0,0,0,0,325,320,325,0,0,0,0
6005,2021-2022,Public,Elementary,55,60,60,50,80,55,50,55,0,0,0,0
561037,2021-2022,Public,Elementary,55,55,65,90,85,75,80,80,0,0,0,0
561045,2021-2022,Public,Elementary,35,35,35,50,40,0,0,0,0,0,0,0
67723,2021-2022,Public,Elementary,110,125,95,115,90,100,75,80,0,0,0,0
918440,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,400,375,345,440
578835,2021-2022,Public,Elementary,105,115,125,115,105,0,0,0,0,0,0,0
107284,2021-2022,Public,Elementary,105,85,90,100,80,90,100,110,0,0,0,0
951404,2021-2022,Public,Secondary,0,0,0,0,0,0,0,0,85,105,105,220
598720,2021-2022,Public,Elementary,35,30,45,35,40,0,0,0,0,0,0,0
600091,2021-2022,Public,Elementary,45,45,55,35,55,0,0,0,0,0,0,0
229647,2021-2022,Public,Elementary,65,55,70,55,65,45,45,55,0,0,0,0
604780,2021-2022,Public,Elementary,70,75,95,70,85,0,0,0,0,0,0,0
605093,2021-2022,Public,Elementary,95,85,85,75,80,0,0,0,0,0,0,0
505790,2021-2022,Public,Elementary,0,0,0,0,0,155,140,145,0,0,0,0
614238,2021-2022,Public,Elementary,0,0,0,0,0,240,245,275,0,0,0,0
618063,2021-2022,Public,Elementary,30,30,35,30,35,0,0,0,0,0,0,0
619981,2021-2022,Public,Elementary,95,85,105,110,105,0,0,0,0,0,0,0
439738,2021-2022,Protestant Separate,Elementary,50,40,35,30,25,25,30,30,0,0,0,0
706299,2021-2022,Catholic,Elementary,50,75,45,60,60,65,55,70,0,0,0,0
704261,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,175,165,180,195
737970,2021-2022,Catholic,Elementary,85,70,65,70,85,90,80,70,0,0,0,0
720240,2021-2022,Catholic,Secondary,0,0,0,0,0,0,0,0,140,170,135,180
721344,2021-2022,Catholic,Elementary,20,20,25,25,15,20,30,25,0,0,0,0
731358,2021-2022,Catholic,Elementary,15,25,15,25,10,20,20,10,0,0,0,0
730688,2021-2022,Catholic,Elementary,30,40,40,50,45,55,50,50,0,0,0,0
832146,2021-2022,Catholic,Elementary,10,15,15,20,15,25,20,30,0,0,0,0
767751,2021-2022,Catholic,Elementary,20,20,20,25,25,25,15,25,0,0,0,0
