School Number,Year,School Type,School Level,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,Total Enrolment
181757,2019-2020,Public,Elementary,80,75,75,80,45,40,50,50,0,0,0,0,495
195812,2019-2020,Public,Elementary,80,90,80,95,45,50,40,55,0,0,0,0,535
384550,2019-2020,Public,Elementary,85,90,90,90,85,85,80,80,0,0,0,0,685
201464,2019-2020,Public,Elementary,70,60,60,60,70,75,80,65,0,0,0,0,540
928151,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,210,225,195,175,805
221740,2019-2020,Public,Elementary,60,70,65,65,75,75,75,55,0,0,0,0,540
233480,2019-2020,Public,Elementary,60,50,45,50,35,50,45,45,0,0,0,0,380
244996,2019-2020,Public,Elementary,60,75,60,65,55,30,35,40,0,0,0,0,420
485183,2019-2020,Public,Elementary,65,70,75,65,70,65,75,65,0,0,0,0,550
257346,2019-2020,Public,Elementary,75,80,70,80,40,30,30,40,0,0,0,0,445
595047,2019-2020,Public,Elementary,20,10,20,20,25,25,30,15,0,0,0,0,165
263079,2019-2020,Public,Elementary,55,55,60,65,50,70,70,80,0,0,0,0,505
595861,2019-2020,Public,Elementary,20,20,15,25,15,15,20,15,0,0,0,0,145
273988,2019-2020,Public,Elementary,20,30,35,40,75,65,50,45,0,0,0,0,360
274542,2019-2020,Public,Elementary,50,40,45,70,70,55,0,0,0,0,0,0,330
225946,2019-2020,Public,Elementary,55,65,70,65,80,65,70,50,0,0,0,0,520
918253,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,430,420,415,435,1700
275670,2019-2020,Public,Elementary,25,20,20,30,20,20,15,25,0,0,0,0,175
124761,2019-2020,Public,Elementary,25,20,30,30,35,15,25,30,0,0,0,0,210
285684,2019-2020,Public,Elementary,20,15,25,30,15,20,20,20,0,0,0,0,165
311251,2019-2020,Public,Elementary,25,35,30,40,30,30,35,25,0,0,0,0,250
334820,2019-2020,Public,Elementary,50,50,40,50,55,45,60,40,0,0,0,0,390
336289,2019-2020,Public,Elementary,60,50,55,50,50,65,75,75,0,0,0,0,480
337862,2019-2020,Public,Elementary,30,35,35,35,35,45,25,55,0,0,0,0,295
366544,2019-2020,Public,Elementary,35,40,55,40,40,65,60,60,0,0,0,0,395
378089,2019-2020,Public,Elementary,25,40,35,35,45,35,40,55,0,0,0,0,310
466951,2019-2020,Public,Elementary,70,60,50,70,35,40,40,55,0,0,0,0,420
927724,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,310,315,305,305,1235
384259,2019-2020,Public,Elementary,30,30,25,20,25,20,30,25,0,0,0,0,205
412430,2019-2020,Public,Elementary,20,30,35,35,35,25,30,30,0,0,0,0,240
902636,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,185,165,170,210,730
412570,2019-2020,Public,Elementary,15,30,20,20,30,20,20,20,0,0,0,0,175
414123,2019-2020,Public,Elementary,45,45,50,45,45,45,15,20,0,0,0,0,310
419346,2019-2020,Public,Elementary,45,35,55,50,45,60,60,45,0,0,0,0,395
968729,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,275,290,260,295,1120
122092,2019-2020,Public,Elementary,40,35,40,30,30,45,40,30,0,0,0,0,290
451649,2019-2020,Public,Elementary,40,40,40,45,80,75,80,90,0,0,0,0,490
472360,2019-2020,Public,Elementary,20,20,25,15,20,20,20,25,0,0,0,0,165
480037,2019-2020,Public,Elementary,35,40,45,35,80,75,60,65,0,0,0,0,435
636037,2019-2020,Public,Elementary,45,50,40,45,40,40,40,35,0,0,0,0,335
507946,2019-2020,Public,Elementary,20,15,15,15,15,15,15,10,0,0,0,0,120
917231,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,10,20,115,405,550
595993,2019-2020,Public,Elementary,15,10,10,15,15,20,15,20,0,0,0,0,120
945196,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,65,90,60,70,285
110418,2019-2020,Public,Elementary,0,0,0,0,0,0,50,65,0,0,0,0,115
535281,2019-2020,Public,Elementary,35,35,35,30,40,40,45,40,0,0,0,0,300
543438,2019-2020,Public,Elementary,40,30,30,45,40,40,50,30,0,0,0,0,305
574287,2019-2020,Public,Elementary,65,60,55,60,55,50,45,50,0,0,0,0,440
521248,2019-2020,Public,Elementary,20,10,25,15,15,30,10,15,0,0,0,0,140
551090,2019-2020,Public,Elementary,45,50,55,50,55,50,60,65,0,0,0,0,430
557897,2019-2020,Public,Elementary,45,35,35,30,30,30,50,35,0,0,0,0,290
559075,2019-2020,Public,Elementary,50,40,40,45,40,45,35,40,0,0,0,0,335
547123,2019-2020,Public,Elementary,50,50,60,50,55,50,55,45,0,0,0,0,415
948870,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,200,195,215,190,800
337030,2019-2020,Public,Elementary,20,30,20,30,30,30,30,30,0,0,0,0,220
579190,2019-2020,Public,Elementary,55,60,55,65,65,50,60,60,0,0,0,0,470
585599,2019-2020,Public,Elementary,90,80,95,75,85,75,80,80,0,0,0,0,660
580520,2019-2020,Public,Elementary,45,30,35,30,50,50,45,40,0,0,0,0,325
357316,2019-2020,Public,Elementary,25,30,20,25,30,25,20,20,0,0,0,0,195
586846,2019-2020,Public,Elementary,40,30,40,40,45,30,55,45,0,0,0,0,325
594970,2019-2020,Public,Elementary,45,60,65,45,55,50,50,55,0,0,0,0,425
612405,2019-2020,Public,Elementary,55,45,55,55,65,55,70,60,0,0,0,0,460
429619,2019-2020,Public,Elementary,65,75,60,85,60,70,70,60,0,0,0,0,545
622028,2019-2020,Public,Elementary,25,25,35,30,35,20,25,25,0,0,0,0,220
693634,2019-2020,Catholic,Elementary,15,20,20,20,30,20,30,30,0,0,0,0,185
706930,2019-2020,Catholic,Elementary,60,60,50,55,55,50,50,40,0,0,0,0,420
729663,2019-2020,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
720518,2019-2020,Catholic,Elementary,65,65,55,85,50,60,55,55,0,0,0,0,490
716413,2019-2020,Catholic,Elementary,45,45,55,45,55,40,40,60,0,0,0,0,385
711098,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,195,205,175,155,730
732303,2019-2020,Catholic,Elementary,15,20,20,20,25,30,20,20,0,0,0,0,170
732311,2019-2020,Catholic,Elementary,20,15,15,25,25,25,25,35,0,0,0,0,185
733563,2019-2020,Catholic,Elementary,60,45,40,55,35,45,35,45,0,0,0,0,360
732354,2019-2020,Catholic,Elementary,30,45,20,40,35,50,40,25,0,0,0,0,285
733520,2019-2020,Catholic,Elementary,30,35,30,35,35,40,35,35,0,0,0,0,275
737372,2019-2020,Catholic,Elementary,50,40,60,60,60,65,55,55,0,0,0,0,445
744611,2019-2020,Catholic,Elementary,80,75,80,65,60,70,55,60,0,0,0,0,545
745391,2019-2020,Catholic,Elementary,15,25,25,20,30,20,20,20,0,0,0,0,175
723630,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,110,115,125,130,480
751103,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,175,170,215,185,745
756962,2019-2020,Catholic,Elementary,15,25,20,10,25,15,15,20,0,0,0,0,145
808007,2019-2020,Catholic,Elementary,50,50,55,70,70,70,60,80,0,0,0,0,505
714208,2019-2020,Catholic,Elementary,15,25,25,15,35,20,30,30,0,0,0,0,195
516651,2019-2020,Catholic,Elementary,25,20,30,30,35,40,40,45,0,0,0,0,265
685145,2019-2020,Catholic,Elementary,80,80,80,60,85,70,70,50,0,0,0,0,575
770655,2019-2020,Catholic,Elementary,10,10,10,10,15,15,15,15,0,0,0,0,100
775061,2019-2020,Catholic,Elementary,20,45,20,35,30,25,30,35,0,0,0,0,240
777935,2019-2020,Catholic,Elementary,30,30,35,35,40,35,40,35,0,0,0,0,280
779849,2019-2020,Catholic,Elementary,15,20,15,15,20,15,25,25,0,0,0,0,150
781487,2019-2020,Catholic,Elementary,45,50,50,45,50,60,65,60,0,0,0,0,425
782130,2019-2020,Catholic,Elementary,25,35,20,20,25,20,20,20,0,0,0,0,185
786691,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,55,60,40,60,215
790044,2019-2020,Catholic,Elementary,40,45,55,45,45,65,50,45,0,0,0,0,390
798436,2019-2020,Catholic,Elementary,25,30,20,30,30,30,15,25,0,0,0,0,205
809179,2019-2020,Catholic,Elementary,20,20,35,25,20,25,20,20,0,0,0,0,185
801275,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,255,235,270,295,1055
805840,2019-2020,Catholic,Elementary,25,20,30,25,25,20,15,20,0,0,0,0,180
813389,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,180,235,200,245,860
822566,2019-2020,Catholic,Elementary,35,25,30,30,30,25,30,25,0,0,0,0,230
828335,2019-2020,Catholic,Elementary,15,15,15,25,20,25,10,15,0,0,0,0,140
829374,2019-2020,Catholic,Elementary,45,40,45,45,55,40,65,45,0,0,0,0,380
833061,2019-2020,Catholic,Elementary,30,20,30,35,45,35,25,45,0,0,0,0,265
835749,2019-2020,Catholic,Elementary,40,30,25,40,40,45,40,45,0,0,0,0,305
836320,2019-2020,Catholic,Elementary,15,15,30,25,20,20,25,30,0,0,0,0,180
837199,2019-2020,Catholic,Elementary,50,45,40,45,55,50,50,45,0,0,0,0,380
840815,2019-2020,Catholic,Elementary,60,65,70,65,85,80,60,55,0,0,0,0,540
843342,2019-2020,Catholic,Elementary,20,15,20,15,20,25,15,20,0,0,0,0,150
844012,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,340,285,290,340,1255
852775,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,220,235,190,295,940
773050,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,195,175,175,165,710
750905,2019-2020,Catholic,Elementary,25,30,35,50,50,55,50,55,0,0,0,0,350
824690,2019-2020,Catholic,Elementary,90,90,75,75,70,70,70,70,0,0,0,0,610
733199,2019-2020,Catholic,Elementary,40,45,35,45,40,45,45,40,0,0,0,0,335
868914,2019-2020,Catholic,Elementary,35,50,40,50,45,50,35,55,0,0,0,0,360
697567,2019-2020,Catholic,Elementary,35,20,25,15,20,15,10,10,0,0,0,0,150
708003,2019-2020,Catholic,Elementary,25,25,20,25,30,35,30,25,0,0,0,0,215
842249,2019-2020,Catholic,Elementary,10,15,10,10,10,15,10,10,0,0,0,0,90
710970,2019-2020,Catholic,Elementary,70,60,70,45,50,45,35,30,0,0,0,0,405
715492,2019-2020,Catholic,Elementary,25,20,30,25,20,20,30,20,0,0,0,0,190
719269,2019-2020,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
767339,2019-2020,Catholic,Elementary,35,45,30,50,40,50,40,60,0,0,0,0,350
724009,2019-2020,Catholic,Elementary,35,30,45,35,25,30,20,25,0,0,0,0,245
758108,2019-2020,Catholic,Elementary,10,15,15,15,15,10,10,10,0,0,0,0,100
757748,2019-2020,Catholic,Elementary,25,25,30,40,50,40,40,30,0,0,0,0,280
771295,2019-2020,Catholic,Elementary,40,25,35,35,40,30,40,30,0,0,0,0,275
770671,2019-2020,Catholic,Elementary,40,40,40,45,35,45,30,40,0,0,0,0,315
788813,2019-2020,Catholic,Elementary,20,10,15,10,15,25,15,20,0,0,0,0,130
803375,2019-2020,Catholic,Elementary,30,25,30,25,20,25,20,30,0,0,0,0,205
811432,2019-2020,Catholic,Elementary,10,10,15,20,20,20,15,15,0,0,0,0,125
809233,2019-2020,Catholic,Elementary,35,40,30,30,50,45,35,35,0,0,0,0,300
773757,2019-2020,Catholic,Elementary,25,30,40,40,35,40,20,30,0,0,0,0,260
834602,2019-2020,Catholic,Elementary,25,15,20,10,10,25,10,25,0,0,0,0,140
833142,2019-2020,Catholic,Elementary,15,25,10,15,20,15,20,20,0,0,0,0,140
836788,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,335,335,330,405,1405
843415,2019-2020,Catholic,Elementary,15,20,25,20,25,25,15,25,0,0,0,0,170
846015,2019-2020,Catholic,Elementary,20,15,20,25,30,25,20,25,0,0,0,0,180
856800,2019-2020,Catholic,Elementary,30,25,25,40,35,35,35,40,0,0,0,0,265
864366,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,300,295,320,350,1265
689351,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,85,65,70,85,305
869673,2019-2020,Catholic,Elementary,60,60,35,60,60,65,0,0,0,0,0,0,340
701745,2019-2020,Catholic,Elementary,75,90,65,70,80,70,0,0,0,0,0,0,450
721212,2019-2020,Catholic,Elementary,30,25,25,30,30,20,0,0,0,0,0,0,160
730963,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,65,50,40,55,210
730971,2019-2020,Catholic,Elementary,0,0,0,0,0,0,70,60,0,0,0,0,130
750336,2019-2020,Catholic,Elementary,25,25,30,30,30,25,0,0,0,0,0,0,165
770744,2019-2020,Catholic,Elementary,35,30,35,30,40,35,65,55,0,0,0,0,325
777196,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,105,100,130,135,470
782181,2019-2020,Catholic,Elementary,50,45,40,50,55,35,40,35,0,0,0,0,350
783358,2019-2020,Catholic,Secondary,0,0,0,0,0,0,0,0,220,180,175,260,835
785954,2019-2020,Catholic,Elementary,45,40,45,40,45,40,0,0,0,0,0,0,255
791075,2019-2020,Catholic,Elementary,50,40,35,35,30,30,0,0,0,0,0,0,220
798878,2019-2020,Catholic,Elementary,35,30,35,35,35,40,10,25,0,0,0,0,245
804282,2019-2020,Catholic,Elementary,25,30,30,25,25,40,30,30,0,0,0,0,235
810525,2019-2020,Catholic,Elementary,0,0,0,0,10,10,0,0,0,0,0,0,20
746827,2019-2020,Catholic,Elementary,35,20,35,30,30,15,0,0,0,0,0,0,165
757127,2019-2020,Catholic,Elementary,0,0,0,0,0,0,115,95,0,0,0,0,210
830399,2019-2020,Catholic,Elementary,0,0,0,0,0,0,160,160,0,0,0,0,320
714194,2019-2020,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
719994,2019-2020,Catholic,Elementary,10,10,15,10,10,10,10,10,0,0,0,0,85
742660,2019-2020,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
745782,2019-2020,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
788031,2019-2020,Catholic,Elementary,15,10,10,10,15,15,20,10,0,0,0,0,105
797260,2019-2020,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
808571,2019-2020,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
824046,2019-2020,Catholic,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
214574,2019-2020,Public,Elementary,10,15,10,10,10,15,15,20,0,0,0,0,105
142689,2019-2020,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
385131,2019-2020,Public,Elementary,15,15,15,15,10,20,15,20,0,0,0,0,125
912565,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,50,45,40,60,195
940666,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,25,20,20,20,85
924652,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,10,15,20,20,65
332097,2019-2020,Public,Elementary,10,10,0,10,10,10,10,10,0,0,0,0,70
924784,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,40,35,45,50,170
338010,2019-2020,Public,Elementary,15,15,20,20,15,25,20,20,0,0,0,0,150
320650,2019-2020,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
382795,2019-2020,Public,Elementary,10,10,10,0,10,10,10,10,0,0,0,0,70
929336,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,30,45,25,45,145
502006,2019-2020,Public,Elementary,10,10,10,10,10,10,10,10,0,0,0,0,80
550884,2019-2020,Public,Elementary,10,10,10,15,15,10,10,10,0,0,0,0,90
890073,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,285,385,370,440,1480
612766,2019-2020,Public,Elementary,20,30,30,25,25,35,35,25,0,0,0,0,225
892670,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,70,65,85,130,350
947148,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,55,40,25,45,165
467572,2019-2020,Public,Elementary,35,30,30,30,30,35,35,25,0,0,0,0,250
136020,2019-2020,Public,Elementary,70,70,55,55,60,60,55,45,0,0,0,0,470
320005,2019-2020,Public,Elementary,25,20,30,25,25,30,45,40,0,0,0,0,240
899305,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,160,125,145,125,555
106526,2019-2020,Public,Elementary,35,50,40,45,50,55,40,40,0,0,0,0,355
108103,2019-2020,Public,Elementary,70,80,75,90,70,80,100,85,0,0,0,0,650
901644,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,220,210,200,320,950
111406,2019-2020,Public,Elementary,40,40,45,40,40,55,45,45,0,0,0,0,350
902420,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,210,230,225,255,920
134236,2019-2020,Public,Elementary,0,0,0,60,60,65,90,95,0,0,0,0,370
136182,2019-2020,Public,Elementary,10,10,10,10,10,10,30,20,0,0,0,0,110
155810,2019-2020,Public,Elementary,50,35,45,35,35,25,30,35,0,0,0,0,290
430242,2019-2020,Public,Elementary,85,95,95,105,115,115,75,90,0,0,0,0,775
157244,2019-2020,Public,Elementary,15,20,15,10,25,15,20,25,0,0,0,0,145
906581,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,255,255,290,365,1165
160210,2019-2020,Public,Elementary,25,35,25,35,35,25,30,30,0,0,0,0,240
162221,2019-2020,Public,Elementary,20,15,30,10,15,15,20,20,0,0,0,0,145
163740,2019-2020,Public,Elementary,25,15,15,25,10,20,25,25,0,0,0,0,160
167738,2019-2020,Public,Elementary,25,40,40,45,35,40,35,40,0,0,0,0,300
170500,2019-2020,Public,Elementary,20,30,35,40,30,25,25,35,0,0,0,0,240
179752,2019-2020,Public,Elementary,65,65,80,75,70,80,95,60,0,0,0,0,590
137743,2019-2020,Public,Elementary,50,60,60,60,55,50,60,55,0,0,0,0,450
589890,2019-2020,Public,Elementary,25,30,25,20,20,20,15,20,0,0,0,0,175
190268,2019-2020,Public,Elementary,25,35,20,30,40,35,30,35,0,0,0,0,250
201529,2019-2020,Public,Elementary,40,35,45,35,35,45,45,40,0,0,0,0,320
203521,2019-2020,Public,Elementary,30,35,30,45,40,40,40,50,0,0,0,0,310
911259,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,0,0,0,30,30
217174,2019-2020,Public,Elementary,55,60,70,60,55,50,60,60,0,0,0,0,470
912824,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,40,40,30,70,180
912956,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,190,220,190,230,830
914908,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,425,455,405,785,2070
245038,2019-2020,Public,Elementary,60,50,60,55,60,70,55,55,0,0,0,0,465
255300,2019-2020,Public,Elementary,60,65,55,70,60,50,55,40,0,0,0,0,455
257737,2019-2020,Public,Elementary,25,25,25,30,35,25,35,20,0,0,0,0,220
918024,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,190,175,210,200,775
918156,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,170,155,195,240,760
275514,2019-2020,Public,Elementary,25,25,25,15,20,25,20,25,0,0,0,0,180
133006,2019-2020,Public,Elementary,50,30,55,35,30,25,30,20,0,0,0,0,275
280810,2019-2020,Public,Elementary,65,75,65,75,90,100,115,95,0,0,0,0,680
522619,2019-2020,Public,Elementary,55,50,45,45,40,30,65,50,0,0,0,0,380
283410,2019-2020,Public,Elementary,30,20,25,25,25,30,20,40,0,0,0,0,215
560766,2019-2020,Public,Elementary,50,45,50,65,60,45,50,55,0,0,0,0,420
302664,2019-2020,Public,Elementary,60,45,55,60,65,50,65,50,0,0,0,0,450
166600,2019-2020,Public,Elementary,45,40,40,30,50,50,50,40,0,0,0,0,345
289710,2019-2020,Public,Elementary,105,105,100,75,85,95,70,80,0,0,0,0,715
451436,2019-2020,Public,Elementary,20,40,40,35,40,45,45,45,0,0,0,0,310
302716,2019-2020,Public,Elementary,20,30,20,25,25,20,30,25,0,0,0,0,195
438062,2019-2020,Public,Elementary,45,50,55,70,70,65,85,60,0,0,0,0,500
311855,2019-2020,Public,Elementary,0,0,0,55,55,55,55,55,0,0,0,0,275
318051,2019-2020,Public,Elementary,70,65,70,65,65,65,60,70,0,0,0,0,530
923745,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,250,270,225,225,970
923877,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,140,150,120,190,600
904503,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,110,110,110,135,465
321338,2019-2020,Public,Elementary,35,35,35,40,30,35,25,40,0,0,0,0,275
321370,2019-2020,Public,Elementary,35,45,40,45,65,60,60,55,0,0,0,0,405
321435,2019-2020,Public,Elementary,35,40,30,40,40,35,35,40,0,0,0,0,295
273724,2019-2020,Public,Elementary,85,80,70,65,60,50,100,80,0,0,0,0,590
346780,2019-2020,Public,Elementary,70,65,75,75,55,70,65,75,0,0,0,0,550
351466,2019-2020,Public,Elementary,10,10,15,10,20,10,10,15,0,0,0,0,100
351725,2019-2020,Public,Elementary,70,55,70,0,0,0,0,0,0,0,0,0,195
925560,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,370,345,285,385,1385
381568,2019-2020,Public,Elementary,65,50,80,80,95,90,95,85,0,0,0,0,640
927430,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,165,140,205,330,840
375128,2019-2020,Public,Elementary,15,20,10,10,25,20,20,15,0,0,0,0,135
378119,2019-2020,Public,Elementary,40,50,40,40,45,75,60,55,0,0,0,0,405
622346,2019-2020,Public,Elementary,20,20,25,25,35,25,25,20,0,0,0,0,195
384909,2019-2020,Public,Elementary,25,20,30,35,20,30,25,30,0,0,0,0,215
403377,2019-2020,Public,Elementary,45,40,45,40,55,50,40,50,0,0,0,0,365
930113,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,30,35,40,30,135
410357,2019-2020,Public,Elementary,45,45,50,40,50,45,35,50,0,0,0,0,360
410454,2019-2020,Public,Elementary,0,0,0,70,65,80,85,85,0,0,0,0,385
410748,2019-2020,Public,Elementary,30,40,45,30,30,40,35,30,0,0,0,0,280
411396,2019-2020,Public,Elementary,40,55,40,50,65,50,75,85,0,0,0,0,460
931934,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,225,230,260,290,1005
417203,2019-2020,Public,Elementary,20,20,20,25,20,30,25,20,0,0,0,0,180
510700,2019-2020,Public,Elementary,40,20,20,15,30,35,30,50,0,0,0,0,240
429597,2019-2020,Public,Elementary,50,60,50,65,60,70,55,60,0,0,0,0,470
433608,2019-2020,Public,Elementary,15,25,20,15,25,15,30,30,0,0,0,0,175
944939,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,255,270,245,325,1095
435317,2019-2020,Public,Elementary,65,70,70,55,65,65,65,75,0,0,0,0,530
263451,2019-2020,Public,Elementary,55,55,40,45,40,55,90,55,0,0,0,0,435
448389,2019-2020,Public,Elementary,25,25,30,20,15,25,15,25,0,0,0,0,180
450391,2019-2020,Public,Elementary,20,20,20,20,20,20,0,0,0,0,0,0,120
453773,2019-2020,Public,Elementary,55,55,45,35,50,45,45,50,0,0,0,0,380
456314,2019-2020,Public,Elementary,70,65,65,50,70,50,55,45,0,0,0,0,470
457418,2019-2020,Public,Elementary,95,105,95,70,95,85,75,80,0,0,0,0,700
481017,2019-2020,Public,Elementary,35,45,35,40,35,40,45,50,0,0,0,0,325
485322,2019-2020,Public,Elementary,65,70,75,0,0,0,0,0,0,0,0,0,210
486272,2019-2020,Public,Elementary,45,40,55,45,50,45,45,55,0,0,0,0,380
557188,2019-2020,Public,Elementary,80,85,65,50,50,45,60,45,0,0,0,0,480
456241,2019-2020,Public,Elementary,45,35,50,50,40,35,50,40,0,0,0,0,345
495638,2019-2020,Public,Elementary,55,40,50,45,40,50,40,55,0,0,0,0,375
940437,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,390,415,435,525,1765
941743,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,370,365,325,495,1555
218863,2019-2020,Public,Elementary,55,55,65,55,60,65,65,55,0,0,0,0,475
515787,2019-2020,Public,Elementary,40,40,45,30,35,30,40,40,0,0,0,0,300
942162,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,275,265,230,365,1135
142565,2019-2020,Public,Elementary,25,30,25,35,25,20,0,0,0,0,0,0,160
526436,2019-2020,Public,Elementary,35,30,30,40,35,35,40,25,0,0,0,0,270
524883,2019-2020,Public,Elementary,40,30,40,30,45,45,40,30,0,0,0,0,300
525278,2019-2020,Public,Elementary,55,70,65,75,50,70,65,80,0,0,0,0,530
527742,2019-2020,Public,Elementary,55,70,65,45,60,60,45,60,0,0,0,0,460
528005,2019-2020,Public,Elementary,20,15,20,20,30,25,0,0,0,0,0,0,130
530212,2019-2020,Public,Elementary,30,30,20,25,35,40,35,20,0,0,0,0,235
586970,2019-2020,Public,Elementary,95,105,110,85,105,100,125,105,0,0,0,0,830
537675,2019-2020,Public,Elementary,45,50,60,55,45,50,55,45,0,0,0,0,405
539180,2019-2020,Public,Elementary,20,35,20,25,30,30,60,45,0,0,0,0,265
945846,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,230,245,260,350,1085
329886,2019-2020,Public,Elementary,30,45,45,40,50,45,70,75,0,0,0,0,400
548545,2019-2020,Public,Elementary,25,30,30,35,20,45,30,25,0,0,0,0,240
550493,2019-2020,Public,Elementary,30,40,20,25,30,30,25,25,0,0,0,0,225
947237,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,0,10,10,235,255
551104,2019-2020,Public,Elementary,35,35,35,25,35,30,35,30,0,0,0,0,260
560898,2019-2020,Public,Elementary,20,10,15,15,10,20,15,10,0,0,0,0,115
563102,2019-2020,Public,Elementary,25,40,30,35,45,40,50,40,0,0,0,0,305
566225,2019-2020,Public,Elementary,45,40,40,35,25,40,30,30,0,0,0,0,285
569860,2019-2020,Public,Elementary,25,20,20,15,25,15,20,15,0,0,0,0,155
575321,2019-2020,Public,Elementary,30,15,20,25,30,35,10,25,0,0,0,0,190
579327,2019-2020,Public,Elementary,45,45,50,50,45,45,55,55,0,0,0,0,390
951439,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,45,65,60,90,260
515008,2019-2020,Public,Elementary,45,60,65,35,50,50,45,40,0,0,0,0,390
587215,2019-2020,Public,Elementary,75,60,50,45,35,40,35,35,0,0,0,0,375
600679,2019-2020,Public,Elementary,20,30,20,20,15,20,20,20,0,0,0,0,165
952346,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,110,110,140,240,600
602272,2019-2020,Public,Elementary,55,65,70,80,75,70,65,75,0,0,0,0,555
604836,2019-2020,Public,Elementary,90,95,100,80,80,70,95,75,0,0,0,0,685
359520,2019-2020,Public,Elementary,55,55,55,70,50,60,60,60,0,0,0,0,465
605816,2019-2020,Public,Elementary,75,65,75,65,85,85,85,70,0,0,0,0,605
612707,2019-2020,Public,Elementary,35,35,35,45,50,50,45,40,0,0,0,0,335
131377,2019-2020,Public,Elementary,45,35,40,40,35,35,30,35,0,0,0,0,295
619000,2019-2020,Public,Elementary,60,60,55,60,45,60,65,45,0,0,0,0,450
954551,2019-2020,Public,Secondary,0,0,0,0,0,0,0,0,120,170,140,160,590
621862,2019-2020,Public,Elementary,35,25,20,20,25,35,20,25,0,0,0,0,205
