School Number,Year,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
743968,2025,10,10,10,10,10,4,10,4,0,0,0,0
743968,2026,10,10,10,10,10,4,10,4,0,0,0,0
744026,2022,38,37,53,55,37,60,57,77,0,0,0,0
744026,2023,32,31,51,51,31,60,60,110,0,0,0,0
744026,2024,27,26,49,48,26,60,63,156,0,0,0,0
744026,2025,23,22,47,44,22,60,66,221,0,0,0,0
744026,2026,19,18,45,41,18,60,70,313,0,0,0,0
744065,2022,70,57,77,70,70,91,0,0,0,0,0,0
744065,2023,66,50,75,66,66,97,0,0,0,0,0,0
744065,2024,62,44,73,62,62,104,0,0,0,0,0,0
744065,2025,58,39,70,58,58,112,0,0,0,0,0,0
744065,2026,55,34,68,55,55,120,0,0,0,0,0,0
744093,2022,10,10,10,10,10,10,10,10,0,0,0,0
744093,2023,10,10,10,10,10,10,10,10,0,0,0,0
744093,2024,10,10,10,10,10,10,10,10,0,0,0,0
744093,2025,10,10,10,10,10,10,10,10,0,0,0,0
744093,2026,10,10,10,10,10,10,10,10,0,0,0,0
744352,2022,13,23,15,20,13,13,23,20,0,0,0,0
744352,2023,11,27,15,21,11,11,27,21,0,0,0,0
744352,2024,10,31,15,22,10,10,31,22,0,0,0,0
744352,2025,8,37,15,23,8,8,37,23,0,0,0,0
744352,2026,7,43,15,24,7,7,43,24,0,0,0,0
744484,2022,15,10,17,37,28,18,20,16,0,0,0,0
744484,2023,15,7,15,46,31,16,20,13,0,0,0,0
744484,2024,15,5,13,58,35,14,20,11,0,0,0,0
744484,2025,15,3,11,73,40,13,20,9,0,0,0,0
744484,2026,15,2,9,91,45,11,20,8,0,0,0,0
744565,2022,7,14,20,25,20,34,22,39,0,0,0,0
744565,2023,5,13,21,31,21,48,20,44,0,0,0,0
744565,2024,4,12,22,39,22,67,18,49,0,0,0,0
744565,2025,3,12,23,48,23,94,17,56,0,0,0,0
744565,2026,2,11,24,61,24,131,15,63,0,0,0,0
744611,2022,65,101,101,72,104,74,70,62,0,0,0,0
744611,2023,61,114,113,75,128,78,76,65,0,0,0,0
744611,2024,57,128,128,78,158,82,83,67,0,0,0,0
744611,2025,54,144,144,81,195,87,90,70,0,0,0,0
744611,2026,50,162,162,84,240,92,98,73,0,0,0,0
744654,2022,10,10,10,10,10,10,10,0,0,0,0,0
744654,2023,10,10,10,10,10,10,10,0,0,0,0,0
744654,2024,10,10,10,10,10,10,10,0,0,0,0,0
744654,2025,10,10,10,10,10,10,10,0,0,0,0,0
744654,2026,10,10,10,10,10,10,10,0,0,0,0,0
744700,2022,47,40,25,66,33,28,32,32,0,0,0,0
744700,2023,57,40,26,88,36,27,30,30,0,0,0,0
744700,2024,68,40,27,118,39,26,28,28,0,0,0,0
744700,2025,81,40,27,158,43,25,27,27,0,0,0,0
744700,2026,97,40,28,210,48,24,25,25,0,0,0,0
744743,2022,20,20,28,24,27,18,39,23,0,0,0,0
744743,2023,21,21,31,30,29,23,50,27,0,0,0,0
744743,2024,22,21,35,37,31,29,65,31,0,0,0,0
744743,2025,23,22,40,46,34,36,85,37,0,0,0,0
744743,2026,24,22,45,57,37,45,111,43,0,0,0,0
744751,2022,16,30,7,7,16,8,8,8,0,0,0,0
744751,2023,17,45,5,4,17,6,6,6,0,0,0,0
744751,2024,19,67,4,3,19,5,5,5,0,0,0,0
744751,2025,20,101,3,2,20,4,4,4,0,0,0,0
744751,2026,22,151,2,1,22,4,4,4,0,0,0,0
744957,2022,40,17,30,45,100,31,0,0,0,0,0,0
744957,2023,47,12,26,45,200,39,0,0,0,0,0,0
744957,2024,55,9,23,45,400,48,0,0,0,0,0,0
744957,2025,64,6,20,45,800,61,0,0,0,0,0,0
744957,2026,75,4,17,45,1600,76,0,0,0,0,0,0
745138,2022,49,79,53,40,45,44,59,41,0,0,0,0
745138,2023,54,104,57,40,45,49,65,42,0,0,0,0
745138,2024,59,138,61,40,45,55,70,43,0,0,0,0
745138,2025,65,182,65,41,46,61,76,44,0,0,0,0
745138,2026,71,241,69,41,46,68,83,45,0,0,0,0
745260,2022,5,17,39,7,8,18,8,8,0,0,0,0
745260,2023,3,19,62,4,6,23,6,6,0,0,0,0
745260,2024,1,21,99,3,5,29,5,5,0,0,0,0
745260,2025,1,24,157,2,4,36,4,4,0,0,0,0
745260,2026,0,28,248,1,4,45,4,4,0,0,0,0
745279,2022,45,38,71,61,45,62,40,58,0,0,0,0
745279,2023,33,26,63,53,34,54,30,53,0,0,0,0
745279,2024,25,18,56,46,26,48,22,48,0,0,0,0
745279,2025,18,12,50,41,20,43,16,43,0,0,0,0
745279,2026,14,8,44,36,15,38,12,39,0,0,0,0
745391,2022,32,12,18,36,37,36,41,20,0,0,0,0
745391,2023,41,9,16,45,46,45,56,20,0,0,0,0
745391,2024,53,7,14,55,58,55,77,20,0,0,0,0
745391,2025,69,6,13,67,73,67,107,20,0,0,0,0
745391,2026,89,4,11,82,91,82,147,20,0,0,0,0
745529,2022,0,0,0,0,0,0,0,0,155,122,147,222
745529,2023,0,0,0,0,0,0,0,0,160,110,145,220
745529,2024,0,0,0,0,0,0,0,0,166,99,143,217
745529,2025,0,0,0,0,0,0,0,0,172,90,141,215
745529,2026,0,0,0,0,0,0,0,0,178,81,138,213
745650,2022,33,28,21,32,48,42,15,30,0,0,0,0
745650,2023,38,27,18,30,66,51,12,30,0,0,0,0
745650,2024,43,26,15,28,90,61,9,31,0,0,0,0
745650,2025,48,25,13,27,125,74,7,31,0,0,0,0
745650,2026,54,24,11,25,172,90,5,31,0,0,0,0
745698,2022,0,0,0,0,0,0,0,0,0,10,10,10
745698,2023,0,0,0,0,0,0,0,0,0,10,10,10
745698,2024,0,0,0,0,0,0,0,0,0,10,10,10
745698,2025,0,0,0,0,0,0,0,0,0,10,10,10
745698,2026,0,0,0,0,0,0,0,0,0,10,10,10
745782,2022,10,10,10,10,10,10,10,10,0,0,0,0
745782,2023,10,10,10,10,10,10,10,10,0,0,0,0
745782,2024,10,10,10,10,10,10,10,10,0,0,0,0
745782,2025,10,10,10,10,10,10,10,10,0,0,0,0
745782,2026,10,10,10,10,10,10,10,10,0,0,0,0
745910,2022,53,31,51,55,37,35,25,0,0,0,0,0
745910,2023,56,27,57,67,41,35,22,0,0,0,0,0
745910,2024,60,24,65,82,44,36,19,0,0,0,0,0
745910,2025,64,21,74,101,48,36,16,0,0,0,0,0
745910,2026,68,19,84,124,52,37,14,0,0,0,0,0
746045,2022,23,25,30,25,30,28,25,16,0,0,0,0
746045,2023,22,25,31,25,31,27,25,13,0,0,0,0
746045,2024,22,26,31,26,31,26,26,10,0,0,0,0
746045,2025,21,26,32,26,32,25,26,8,0,0,0,0
746045,2026,20,27,32,27,32,24,27,7,0,0,0,0
746177,2022,43,56,42,47,40,51,53,42,0,0,0,0
746177,2023,41,57,40,45,37,52,56,39,0,0,0,0
746177,2024,39,58,38,44,33,53,60,36,0,0,0,0
746177,2025,38,59,36,42,30,55,64,34,0,0,0,0
746177,2026,36,60,34,40,27,56,68,32,0,0,0,0
746304,2022,15,39,13,25,44,28,13,32,0,0,0,0
746304,2023,11,44,8,26,49,27,8,35,0,0,0,0
746304,2024,8,49,5,27,55,26,5,38,0,0,0,0
746304,2025,6,56,3,27,61,25,3,41,0,0,0,0
746304,2026,4,63,2,28,68,24,2,44,0,0,0,0
746568,2022,18,28,25,21,18,26,25,60,0,0,0,0
746568,2023,16,31,26,18,17,23,26,82,0,0,0,0
746568,2024,14,35,26,15,16,20,27,110,0,0,0,0
746568,2025,13,40,27,13,15,17,27,149,0,0,0,0
746568,2026,11,45,28,11,14,15,28,201,0,0,0,0
746690,2022,18,24,30,15,19,23,37,7,0,0,0,0
746690,2023,16,30,36,16,18,36,56,5,0,0,0,0
746690,2024,14,37,44,16,18,55,84,4,0,0,0,0
746690,2025,13,46,53,17,17,86,126,3,0,0,0,0
746690,2026,11,57,64,18,16,134,189,2,0,0,0,0
746827,2022,22,23,46,22,39,35,0,0,0,0,0,0
746827,2023,20,26,53,21,43,50,0,0,0,0,0,0
746827,2024,18,31,61,19,48,71,0,0,0,0,0,0
746827,2025,17,36,71,17,54,100,0,0,0,0,0,0
746827,2026,15,42,82,16,60,142,0,0,0,0,0,0
747211,2022,28,7,10,16,8,18,8,10,0,0,0,0
747211,2023,40,5,11,17,6,23,6,11,0,0,0,0
747211,2024,56,4,12,19,5,29,5,12,0,0,0,0
747211,2025,80,3,13,20,4,36,4,13,0,0,0,0
747211,2026,114,2,14,22,4,45,4,14,0,0,0,0
747343,2022,43,48,29,43,62,46,45,76,0,0,0,0
747343,2023,47,57,25,41,70,43,42,84,0,0,0,0
747343,2024,52,69,21,40,80,40,38,92,0,0,0,0
747343,2025,57,82,18,38,91,37,35,102,0,0,0,0
747343,2026,63,99,16,37,103,35,32,112,0,0,0,0
747440,2022,8,8,14,8,74,25,28,20,0,0,0,0
747440,2023,6,6,13,6,93,22,23,17,0,0,0,0
747440,2024,5,5,12,5,116,19,19,14,0,0,0,0
747440,2025,4,4,12,4,144,16,15,12,0,0,0,0
747440,2026,4,4,11,3,180,14,12,10,0,0,0,0
747602,2022,52,53,61,59,52,65,49,65,0,0,0,0
747602,2023,50,51,62,58,50,65,43,65,0,0,0,0
747602,2024,48,49,63,57,48,66,39,65,0,0,0,0
747602,2025,46,48,64,56,46,66,34,65,0,0,0,0
747602,2026,44,46,65,55,44,67,31,66,0,0,0,0
747700,2022,27,19,27,23,22,27,32,51,0,0,0,0
747700,2023,29,18,29,27,20,29,35,86,0,0,0,0
747700,2024,31,18,31,31,18,31,38,147,0,0,0,0
747700,2025,34,17,34,37,17,34,41,250,0,0,0,0
747700,2026,37,16,37,43,15,37,44,425,0,0,0,0
747882,2022,50,43,47,44,42,55,55,55,0,0,0,0
747882,2023,46,38,40,40,36,51,56,55,0,0,0,0
747882,2024,43,33,34,35,30,48,57,55,0,0,0,0
747882,2025,39,29,29,32,25,44,58,55,0,0,0,0
747882,2026,36,26,25,28,22,41,58,55,0,0,0,0
747998,2022,42,67,38,40,50,42,6,20,0,0,0,0
747998,2023,44,82,36,40,64,51,4,20,0,0,0,0
747998,2024,46,100,35,40,82,61,2,20,0,0,0,0
747998,2025,48,123,34,41,104,74,1,20,0,0,0,0
747998,2026,51,150,32,41,132,90,1,20,0,0,0,0
748129,2022,39,27,30,37,22,21,25,0,0,0,0,0
748129,2023,43,24,30,39,21,18,25,0,0,0,0,0
748129,2024,48,22,30,41,19,15,26,0,0,0,0,0
748129,2025,54,20,30,43,17,13,26,0,0,0,0,0
748129,2026,60,18,30,46,16,11,27,0,0,0,0,0
748250,2022,33,43,15,19,20,25,28,24,0,0,0,0
748250,2023,54,76,15,18,21,25,31,30,0,0,0,0
748250,2024,89,133,15,18,21,25,35,37,0,0,0,0
748250,2025,148,234,15,17,22,25,40,46,0,0,0,0
748250,2026,244,410,15,16,22,25,45,57,0,0,0,0
748382,2022,54,52,57,58,65,71,71,72,0,0,0,0
748382,2023,53,50,54,52,61,69,69,70,0,0,0,0
748382,2024,52,48,52,46,57,66,66,68,0,0,0,0
748382,2025,52,46,50,41,54,63,63,67,0,0,0,0
748382,2026,51,44,48,37,50,60,60,65,0,0,0,0
748528,2022,0,0,0,0,0,0,0,0,81,87,60,58
748528,2023,0,0,0,0,0,0,0,0,88,103,56,63
748528,2024,0,0,0,0,0,0,0,0,95,120,53,67
748528,2025,0,0,0,0,0,0,0,0,103,141,49,72
748528,2026,0,0,0,0,0,0,0,0,112,165,46,77
748536,2022,0,0,0,0,0,0,135,57,0,0,0,0
748536,2023,0,0,0,0,0,0,166,55,0,0,0,0
748536,2024,0,0,0,0,0,0,203,53,0,0,0,0
748536,2025,0,0,0,0,0,0,250,50,0,0,0,0
748536,2026,0,0,0,0,0,0,307,48,0,0,0,0
748544,2022,37,27,35,35,27,37,36,23,0,0,0,0
748544,2023,39,25,35,35,25,41,45,22,0,0,0,0
748544,2024,41,24,35,35,24,44,55,22,0,0,0,0
748544,2025,43,22,35,35,22,48,67,21,0,0,0,0
748544,2026,46,20,35,35,20,52,82,20,0,0,0,0
748633,2022,58,91,98,73,72,61,98,96,0,0,0,0
748633,2023,52,110,113,76,71,57,120,117,0,0,0,0
748633,2024,47,134,130,79,69,53,147,142,0,0,0,0
748633,2025,43,162,150,83,67,50,181,172,0,0,0,0
748633,2026,38,197,173,86,65,47,222,209,0,0,0,0
748773,2022,14,26,42,15,31,40,24,30,0,0,0,0
748773,2023,10,27,51,11,32,47,20,27,0,0,0,0
748773,2024,7,29,61,8,33,54,17,24,0,0,0,0
748773,2025,5,31,74,6,34,63,14,21,0,0,0,0
748773,2026,3,33,90,4,35,73,12,18,0,0,0,0
749052,2022,40,31,34,55,42,60,46,37,0,0,0,0
749052,2023,40,27,33,60,40,73,47,35,0,0,0,0
749052,2024,40,24,32,67,38,89,49,33,0,0,0,0
749052,2025,40,21,31,74,36,108,50,31,0,0,0,0
749052,2026,40,19,30,81,34,132,52,30,0,0,0,0
749087,2022,31,33,15,26,37,30,21,19,0,0,0,0
749087,2023,32,32,11,24,41,30,17,15,0,0,0,0
749087,2024,33,30,8,21,44,30,15,12,0,0,0,0
749087,2025,35,29,6,19,48,30,12,9,0,0,0,0
749087,2026,36,28,4,17,52,30,10,7,0,0,0,0
749125,2022,30,10,22,30,37,26,35,35,0,0,0,0
749125,2023,36,7,21,30,41,22,35,35,0,0,0,0
749125,2024,44,5,19,30,44,20,36,36,0,0,0,0
749125,2025,53,3,17,30,48,17,36,36,0,0,0,0
749125,2026,64,2,16,30,52,15,37,37,0,0,0,0
749168,2022,25,23,22,33,25,18,0,0,0,0,0,0
749168,2023,25,22,21,36,25,16,0,0,0,0,0,0
749168,2024,25,22,19,39,25,14,0,0,0,0,0,0
749168,2025,25,21,17,43,25,13,0,0,0,0,0,0
749168,2026,25,20,16,48,25,11,0,0,0,0,0,0
749290,2022,93,43,63,57,56,47,59,67,0,0,0,0
749290,2023,116,38,67,54,53,40,54,70,0,0,0,0
749290,2024,144,33,70,52,51,34,49,73,0,0,0,0
749290,2025,180,29,75,50,48,29,45,76,0,0,0,0
749290,2026,224,25,79,48,45,25,41,79,0,0,0,0
749427,2022,20,28,23,18,27,20,32,32,0,0,0,0
749427,2023,21,31,22,17,24,16,30,30,0,0,0,0
749427,2024,21,35,22,16,22,13,28,28,0,0,0,0
749427,2025,22,40,21,15,20,10,27,27,0,0,0,0
749427,2026,22,45,20,14,18,8,25,25,0,0,0,0
749559,2022,50,35,28,30,31,16,37,23,0,0,0,0
749559,2023,62,35,27,31,32,13,46,22,0,0,0,0
749559,2024,78,36,26,31,33,11,58,22,0,0,0,0
749559,2025,97,36,25,32,34,9,73,21,0,0,0,0
749559,2026,122,37,24,32,35,8,91,20,0,0,0,0
749813,2022,0,0,0,0,0,0,0,0,401,457,376,404
749813,2023,0,0,0,0,0,0,0,0,429,509,393,431
749813,2024,0,0,0,0,0,0,0,0,459,568,410,459
749813,2025,0,0,0,0,0,0,0,0,492,633,429,489
749813,2026,0,0,0,0,0,0,0,0,526,706,448,521
749966,2022,32,16,25,21,25,43,0,0,0,0,0,0
749966,2023,35,13,25,18,22,53,0,0,0,0,0,0
749966,2024,38,10,25,15,19,66,0,0,0,0,0,0
749966,2025,41,8,25,13,16,82,0,0,0,0,0,0
749966,2026,44,7,25,11,14,101,0,0,0,0,0,0
750034,2022,11,16,16,26,13,57,0,0,0,0,0,0
750034,2023,9,13,13,23,9,60,0,0,0,0,0,0
750034,2024,6,11,11,20,6,63,0,0,0,0,0,0
750034,2025,5,9,9,17,4,66,0,0,0,0,0,0
750034,2026,4,8,8,15,3,70,0,0,0,0,0,0
750042,2022,8,15,8,15,8,7,66,18,0,0,0,0
750042,2023,6,15,6,15,6,5,111,23,0,0,0,0
750042,2024,5,15,5,15,5,3,185,29,0,0,0,0
750042,2025,4,15,4,15,4,2,308,36,0,0,0,0
750042,2026,4,15,4,15,4,1,514,45,0,0,0,0
750085,2022,0,0,0,0,0,0,0,0,25,53,57,38
750085,2023,0,0,0,0,0,0,0,0,18,64,66,42
750085,2024,0,0,0,0,0,0,0,0,13,76,76,47
750085,2025,0,0,0,0,0,0,0,0,10,91,87,52
750085,2026,0,0,0,0,0,0,0,0,7,109,101,57
750107,2022,0,0,0,0,0,0,168,207,0,0,0,0
750107,2023,0,0,0,0,0,0,182,247,0,0,0,0
750107,2024,0,0,0,0,0,0,198,293,0,0,0,0
750107,2025,0,0,0,0,0,0,215,348,0,0,0,0
750107,2026,0,0,0,0,0,0,233,414,0,0,0,0
750259,2022,40,25,39,26,25,30,56,20,0,0,0,0
750259,2023,40,22,43,22,21,30,78,16,0,0,0,0
750259,2024,40,19,48,20,18,31,109,13,0,0,0,0
750259,2025,40,16,54,17,15,31,153,10,0,0,0,0
750259,2026,40,14,60,15,13,31,215,8,0,0,0,0
750271,2022,30,15,30,35,25,30,0,0,0,0,0,0
750271,2023,30,11,30,35,25,30,0,0,0,0,0,0
750271,2024,30,8,31,36,25,30,0,0,0,0,0,0
750271,2025,30,6,31,36,25,30,0,0,0,0,0,0
750271,2026,30,5,31,37,25,30,0,0,0,0,0,0
750298,2022,33,23,12,58,47,56,65,52,0,0,0,0
750298,2023,38,18,7,56,40,58,65,50,0,0,0,0
750298,2024,43,14,4,54,34,59,65,48,0,0,0,0
750298,2025,48,11,2,52,29,61,65,46,0,0,0,0
750298,2026,54,8,1,50,25,63,66,44,0,0,0,0
750336,2022,42,41,30,30,37,33,0,0,0,0,0,0
750336,2023,50,49,31,30,41,38,0,0,0,0,0,0
750336,2024,60,57,31,31,44,43,0,0,0,0,0,0
750336,2025,72,68,32,31,48,48,0,0,0,0,0,0
750336,2026,87,81,32,31,52,54,0,0,0,0,0,0
750435,2022,67,76,79,86,43,68,80,33,0,0,0,0
750435,2023,64,78,90,107,38,86,116,36,0,0,0,0
750435,2024,61,80,102,133,33,108,170,39,0,0,0,0
750435,2025,59,82,116,164,29,135,247,43,0,0,0,0
750435,2026,56,84,132,204,25,170,361,48,0,0,0,0
750468,2022,0,0,0,0,0,0,100,163,0,0,0,0
750468,2023,0,0,0,0,0,0,91,185,0,0,0,0
750468,2024,0,0,0,0,0,0,83,209,0,0,0,0
750468,2025,0,0,0,0,0,0,75,236,0,0,0,0
750468,2026,0,0,0,0,0,0,69,267,0,0,0,0
750518,2022,0,0,0,0,0,0,16,7,0,0,0,0
750518,2023,0,0,0,0,0,0,17,5,0,0,0,0
750518,2024,0,0,0,0,0,0,19,3,0,0,0,0
750518,2025,0,0,0,0,0,0,20,2,0,0,0,0
750518,2026,0,0,0,0,0,0,22,1,0,0,0,0
750557,2022,37,55,67,57,50,68,67,53,0,0,0,0
750557,2023,31,56,70,55,46,71,70,48,0,0,0,0
750557,2024,26,57,73,53,43,74,73,42,0,0,0,0
750557,2025,22,58,76,51,39,78,76,38,0,0,0,0
750557,2026,18,58,79,49,36,82,79,34,0,0,0,0
750581,2022,12,15,29,15,23,23,12,25,0,0,0,0
750581,2023,9,12,34,12,26,22,9,25,0,0,0,0
750581,2024,7,9,39,9,31,22,7,25,0,0,0,0
750581,2025,6,7,46,7,36,21,6,25,0,0,0,0
750581,2026,4,5,54,5,42,20,4,25,0,0,0,0
750646,2022,46,32,18,42,22,33,0,0,0,0,0,0
750646,2023,62,35,17,50,21,36,0,0,0,0,0,0
750646,2024,82,38,16,60,19,39,0,0,0,0,0,0
750646,2025,110,41,15,72,17,43,0,0,0,0,0,0
750646,2026,147,44,14,87,16,48,0,0,0,0,0,0
750905,2022,70,53,21,33,29,43,51,57,0,0,0,0
750905,2023,100,71,18,31,24,41,52,60,0,0,0,0
750905,2024,141,94,15,30,20,39,53,63,0,0,0,0
750905,2025,200,126,13,28,17,38,55,67,0,0,0,0
750905,2026,282,168,11,27,14,36,56,70,0,0,0,0
751073,2022,0,0,0,0,0,0,0,0,110,88,152,107
751073,2023,0,0,0,0,0,0,0,0,105,87,185,120
751073,2024,0,0,0,0,0,0,0,0,100,86,225,136
751073,2025,0,0,0,0,0,0,0,0,96,84,273,153
751073,2026,0,0,0,0,0,0,0,0,92,83,333,173
751103,2022,0,0,0,0,0,0,0,0,183,155,176,178
751103,2023,0,0,0,0,0,0,0,0,187,151,173,177
751103,2024,0,0,0,0,0,0,0,0,190,146,169,176
751103,2025,0,0,0,0,0,0,0,0,194,142,166,175
751103,2026,0,0,0,0,0,0,0,0,198,138,163,173
751120,2022,0,0,0,0,0,0,185,205,0,0,0,0
751120,2023,0,0,0,0,0,0,185,211,0,0,0,0
751120,2024,0,0,0,0,0,0,185,216,0,0,0,0
751120,2025,0,0,0,0,0,0,185,222,0,0,0,0
751120,2026,0,0,0,0,0,0,185,228,0,0,0,0
751375,2022,44,20,27,42,26,35,0,0,0,0,0,0
751375,2023,49,16,30,50,22,35,0,0,0,0,0,0
751375,2024,55,13,34,60,20,35,0,0,0,0,0,0
751375,2025,61,10,38,72,17,35,0,0,0,0,0,0
751375,2026,68,8,42,87,15,35,0,0,0,0,0,0
751383,2022,30,33,16,33,39,18,37,32,0,0,0,0
751383,2023,45,44,13,44,50,17,46,41,0,0,0,0
751383,2024,67,59,11,59,65,16,58,53,0,0,0,0
751383,2025,101,79,9,79,85,15,73,69,0,0,0,0
751383,2026,151,105,8,105,111,14,91,89,0,0,0,0
751405,2022,16,18,18,23,15,28,42,31,0,0,0,0
751405,2023,13,16,16,22,11,26,51,32,0,0,0,0
751405,2024,11,15,14,22,8,25,61,33,0,0,0,0
751405,2025,9,14,13,21,6,24,74,34,0,0,0,0
751405,2026,8,12,11,20,4,22,90,35,0,0,0,0
751430,2022,0,0,0,0,0,0,0,0,269,298,267,326
751430,2023,0,0,0,0,0,0,0,0,274,312,265,354
751430,2024,0,0,0,0,0,0,0,0,280,327,262,385
751430,2025,0,0,0,0,0,0,0,0,285,342,260,418
751430,2026,0,0,0,0,0,0,0,0,290,358,257,455
751464,2022,55,45,18,18,51,9,42,11,0,0,0,0
751464,2023,87,67,16,23,75,8,60,8,0,0,0,0
751464,2024,138,101,15,29,110,7,85,6,0,0,0,0
751464,2025,219,151,14,36,161,7,120,4,0,0,0,0
751464,2026,348,227,12,45,237,6,171,3,0,0,0,0
751502,2022,0,0,0,0,0,0,0,0,65,60,49,63
751502,2023,0,0,0,0,0,0,0,0,66,60,43,68
751502,2024,0,0,0,0,0,0,0,0,67,60,39,72
751502,2025,0,0,0,0,0,0,0,0,68,60,34,77
751502,2026,0,0,0,0,0,0,0,0,69,60,31,82
751537,2022,0,0,0,0,0,0,0,0,344,352,342,292
751537,2023,0,0,0,0,0,0,0,0,355,376,361,280
751537,2024,0,0,0,0,0,0,0,0,365,402,381,268
751537,2025,0,0,0,0,0,0,0,0,376,430,402,257
751537,2026,0,0,0,0,0,0,0,0,387,460,424,247
751553,2022,42,57,37,21,74,43,27,40,0,0,0,0
751553,2023,45,83,40,19,101,47,25,40,0,0,0,0
751553,2024,49,121,43,16,138,52,24,41,0,0,0,0
751553,2025,52,175,46,14,188,57,22,41,0,0,0,0
751553,2026,56,253,50,12,256,63,20,41,0,0,0,0
751634,2022,29,36,55,59,17,36,47,55,0,0,0,0
751634,2023,25,33,67,88,12,33,45,62,0,0,0,0
751634,2024,21,31,82,130,8,31,44,69,0,0,0,0
751634,2025,18,28,101,193,6,28,42,78,0,0,0,0
751634,2026,15,26,124,287,4,26,40,87,0,0,0,0
751898,2022,0,0,0,0,0,0,0,0,307,302,247,252
751898,2023,0,0,0,0,0,0,0,0,331,320,250,236
751898,2024,0,0,0,0,0,0,0,0,357,339,253,221
751898,2025,0,0,0,0,0,0,0,0,386,360,256,207
751898,2026,0,0,0,0,0,0,0,0,416,382,259,193
752029,2022,40,31,40,29,35,31,50,63,0,0,0,0
752029,2023,40,32,40,28,35,27,72,89,0,0,0,0
752029,2024,40,33,40,27,35,24,103,126,0,0,0,0
752029,2025,40,35,40,27,35,21,149,178,0,0,0,0
752029,2026,40,36,40,26,35,19,214,251,0,0,0,0
752193,2022,57,65,30,55,43,60,0,0,0,0,0,0
752193,2023,65,77,27,62,41,73,0,0,0,0,0,0
752193,2024,74,92,24,69,40,89,0,0,0,0,0,0
752193,2025,85,109,21,78,38,108,0,0,0,0,0,0
752193,2026,97,129,18,87,37,132,0,0,0,0,0,0
752410,2022,10,10,10,10,10,10,10,10,0,0,0,0
752410,2023,10,10,10,10,10,10,10,10,0,0,0,0
752410,2024,10,10,10,10,10,10,10,10,0,0,0,0
752410,2025,10,10,10,10,10,10,10,10,0,0,0,0
752410,2026,10,10,10,10,10,10,10,10,0,0,0,0
752550,2022,0,0,0,0,0,0,255,245,0,0,0,0
752550,2023,0,0,0,0,0,0,246,236,0,0,0,0
752550,2024,0,0,0,0,0,0,238,228,0,0,0,0
752550,2025,0,0,0,0,0,0,229,219,0,0,0,0
752550,2026,0,0,0,0,0,0,221,211,0,0,0,0
752576,2022,0,0,0,0,0,0,221,200,0,0,0,0
752576,2023,0,0,0,0,0,0,229,206,0,0,0,0
752576,2024,0,0,0,0,0,0,236,212,0,0,0,0
752576,2025,0,0,0,0,0,0,244,219,0,0,0,0
752576,2026,0,0,0,0,0,0,252,225,0,0,0,0
752625,2022,36,83,39,62,42,55,0,0,0,0,0,0
752625,2023,34,98,33,65,35,51,0,0,0,0,0,0
752625,2024,31,117,29,68,30,48,0,0,0,0,0,0
752625,2025,28,138,25,71,25,44,0,0,0,0,0,0
752625,2026,26,164,22,74,21,41,0,0,0,0,0,0
752690,2022,16,14,11,26,35,16,35,22,0,0,0,0
752690,2023,17,13,8,27,50,13,42,20,0,0,0,0
752690,2024,19,12,6,28,71,11,50,18,0,0,0,0
752690,2025,20,12,4,30,100,9,59,17,0,0,0,0
752690,2026,22,11,3,31,142,8,70,15,0,0,0,0
752720,2022,0,0,0,0,0,0,0,0,70,49,63,76
752720,2023,0,0,0,0,0,0,0,0,71,43,68,83
752720,2024,0,0,0,0,0,0,0,0,72,39,72,91
752720,2025,0,0,0,0,0,0,0,0,73,34,77,100
752720,2026,0,0,0,0,0,0,0,0,74,31,82,110
752800,2022,25,16,16,36,28,18,18,25,0,0,0,0
752800,2023,26,13,13,45,31,16,16,25,0,0,0,0
752800,2024,26,11,11,55,35,14,14,25,0,0,0,0
752800,2025,27,9,9,67,40,13,13,25,0,0,0,0
752800,2026,28,8,8,82,45,11,11,25,0,0,0,0
752819,2022,23,20,24,27,53,20,42,31,0,0,0,0
752819,2023,22,16,20,25,62,16,45,27,0,0,0,0
752819,2024,22,13,17,24,73,13,49,24,0,0,0,0
752819,2025,21,10,14,22,86,10,52,21,0,0,0,0
752819,2026,20,8,12,20,101,8,56,19,0,0,0,0
752827,2022,0,0,0,0,0,0,0,0,160,125,137,133
752827,2023,0,0,0,0,0,0,0,0,165,122,135,111
752827,2024,0,0,0,0,0,0,0,0,171,118,133,93
752827,2025,0,0,0,0,0,0,0,0,177,114,131,78
752827,2026,0,0,0,0,0,0,0,0,183,111,129,65
752899,2022,0,0,0,0,0,0,230,195,0,0,0,0
752899,2023,0,0,0,0,0,0,252,195,0,0,0,0
752899,2024,0,0,0,0,0,0,276,195,0,0,0,0
752899,2025,0,0,0,0,0,0,303,195,0,0,0,0
752899,2026,0,0,0,0,0,0,332,195,0,0,0,0
752908,2022,0,0,0,0,0,0,0,0,105,93,81,79
752908,2023,0,0,0,0,0,0,0,0,157,145,110,104
752908,2024,0,0,0,0,0,0,0,0,236,226,149,138
752908,2025,0,0,0,0,0,0,0,0,354,352,203,182
